time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_if,max_if
7.55s,5.88,580.79,16.26,558.66,0,9.00,120.00,0.06,120.00,5.88,5.88
8.78s,9.00,589.79,16.26,564.53,0,7.68,120.00,0.03,120.00,8.99,8.99
8.59s,3.84,593.63,16.26,573.53,0,5.65,120.00,0.06,120.00,2.88,3.84
9.37s,11.29,604.92,16.26,577.37,1,5.42,120.00,0.06,120.00,6.97,11.29
14.62s,5.42,610.34,16.26,588.66,1,6.04,120.00,0.04,120.00,5.42,5.42
5.26s,12.07,622.41,16.26,594.08,1,6.04,120.00,0.06,120.00,6.65,12.07
12.55s,6.04,628.45,16.26,606.15,1,7.21,120.00,0.06,120.00,6.04,6.04
5.67s,14.43,642.88,16.26,612.19,1,7.21,120.00,0.06,120.00,8.40,14.43
15.49s,7.21,650.09,16.26,626.62,1,8.15,120.00,0.06,120.00,7.21,7.21
5.44s,16.30,666.39,16.26,633.83,1,8.14,120.00,0.06,120.00,9.07,16.30
10.40s,8.14,674.54,16.26,650.13,1,9.49,120.00,0.04,120.00,8.14,8.14
5.41s,4.74,679.28,16.26,658.27,0,9.52,120.00,0.04,120.00,4.74,4.74
6.00s,4.76,684.04,16.26,663.02,0,8.17,120.00,0.06,120.00,4.76,4.76
7.37s,9.17,693.20,16.26,667.77,0,8.15,120.00,0.05,120.00,9.17,9.17
8.04s,8.15,701.35,16.26,676.94,0,5.38,120.00,0.06,120.00,4.39,8.15
9.39s,5.38,706.74,16.26,685.09,0,5.80,120.00,0.06,120.00,4.42,5.38
7.78s,11.60,718.34,16.26,690.47,0,5.80,120.00,0.06,120.00,6.17,11.60
10.61s,5.80,724.14,16.26,702.08,0,6.88,120.00,0.06,120.00,4.80,5.80
8.98s,6.88,731.02,16.26,707.88,0,6.30,120.00,0.06,120.00,6.77,6.88
12.17s,3.15,734.17,16.26,714.76,0,6.08,120.00,0.06,120.00,2.66,3.15
12.37s,7.08,741.25,16.26,717.91,1,6.11,120.00,0.05,120.00,7.08,7.08
9.81s,7.11,748.36,16.26,724.99,1,5.04,120.00,0.06,120.00,5.00,7.11
11.24s,10.07,758.43,16.26,732.10,1,5.01,120.00,0.06,120.00,5.04,10.07
10.77s,2.51,760.94,16.26,742.17,1,6.10,120.00,0.06,120.00,2.51,2.51
6.20s,12.19,773.13,16.26,744.71,0,6.10,120.00,0.06,120.00,9.60,12.16
14.75s,3.05,776.18,16.26,756.88,0,6.41,120.00,0.06,120.00,2.09,3.03
8.65s,12.82,789.00,16.26,759.92,0,6.22,120.00,0.06,120.00,9.36,12.82
13.90s,3.11,792.11,16.26,772.74,0,7.06,120.00,0.06,120.00,2.14,3.11
14.06s,14.12,806.23,16.26,775.85,0,7.02,120.00,0.06,120.00,10.92,14.12
16.95s,3.51,809.74,16.26,789.97,1,7.51,120.00,0.06,120.00,3.51,3.51
6.76s,15.03,824.77,16.26,793.48,0,7.51,120.00,0.06,120.00,11.56,15.03
18.50s,7.51,832.28,16.26,808.50,0,8.22,120.00,0.06,120.00,6.52,7.51
8.66s,8.22,840.50,16.26,816.02,0,8.17,120.00,0.04,120.00,8.22,8.22
9.92s,8.17,848.67,16.26,824.24,0,7.73,120.00,0.06,120.00,7.34,8.17
9.99s,8.73,857.40,16.26,832.41,0,7.80,120.00,0.06,120.00,7.40,8.73
5.50s,3.90,861.30,16.26,841.14,0,6.53,120.00,0.06,120.00,2.93,3.90
7.88s,6.53,867.84,16.26,845.04,0,6.31,120.00,0.06,120.00,6.53,6.53
6.80s,12.62,880.46,16.26,851.57,0,5.65,120.00,0.06,120.00,6.51,12.62
9.11s,2.82,883.28,16.26,864.20,0,6.41,120.00,0.06,120.00,1.85,2.82
11.28s,12.82,896.10,16.26,867.02,1,6.44,120.00,0.06,120.00,9.96,12.82
12.01s,3.22,899.32,16.26,879.83,1,7.09,120.00,0.06,120.00,3.22,3.22
6.28s,14.17,913.49,16.26,883.05,1,7.09,120.00,0.04,120.00,10.96,14.17
18.18s,7.09,920.57,16.26,897.22,1,7.58,120.00,0.05,120.00,7.09,7.09
5.48s,15.16,935.73,16.26,904.31,1,7.57,120.00,0.06,120.00,8.05,15.16
8.91s,3.79,939.52,16.26,919.47,1,9.10,120.00,0.06,120.00,3.79,3.79
5.75s,18.21,957.73,16.26,923.26,1,9.10,120.00,0.06,120.00,14.44,18.21
15.99s,9.10,966.83,16.26,941.47,1,9.29,120.00,0.05,120.00,9.10,9.10
