time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_if,max_if
5.51s,20.06,1254.29,0.00,1250.00,0,19.06,120.00,0.06,120.00,3.29,4.29
6.86s,20.06,1274.35,0.00,1270.00,0,19.00,120.00,0.06,120.00,3.30,4.35
6.27s,20.00,1294.36,0.00,1290.00,0,18.97,120.00,0.06,120.00,3.34,4.36
6.00s,19.97,1314.33,0.00,1310.00,0,18.98,120.00,0.06,120.00,3.31,4.33
5.61s,19.98,1334.30,0.00,1330.00,0,18.94,120.00,0.06,120.00,3.26,4.30
6.74s,19.94,1354.24,0.00,1350.00,0,18.93,120.00,0.06,120.00,3.25,4.24
5.55s,19.93,1374.17,0.00,1370.00,0,18.92,120.00,0.06,120.00,3.17,4.17
5.53s,19.92,1394.09,0.00,1390.00,0,18.92,120.00,0.06,120.00,3.10,4.09
6.05s,19.92,1414.01,0.00,1410.00,0,18.96,120.00,0.06,120.00,3.04,4.01
5.55s,19.96,1433.97,0.00,1430.00,0,18.96,120.00,0.06,120.00,2.98,3.97
5.63s,19.96,1453.93,0.00,1450.00,0,18.98,120.00,0.06,120.00,2.95,3.93
5.61s,19.98,1473.92,0.00,1470.00,0,18.99,120.00,0.06,120.00,2.94,3.92
5.61s,19.99,1493.90,0.00,1490.00,0,19.01,120.00,0.06,120.00,2.93,3.90
5.36s,20.01,1513.91,0.00,1510.00,0,19.01,120.00,0.06,120.00,2.93,3.91
6.06s,20.01,1533.92,0.00,1530.00,0,19.03,120.00,0.06,120.00,2.94,3.92
6.85s,20.03,1553.95,0.00,1550.00,0,19.03,120.00,0.06,120.00,2.96,3.95
6.75s,20.03,1573.98,0.00,1570.00,0,19.05,120.00,0.06,120.00,2.99,3.98
5.64s,20.05,1594.03,0.00,1590.00,0,19.05,120.00,0.06,120.00,3.02,4.03
6.84s,20.05,1614.08,0.00,1610.00,0,19.03,120.00,0.06,120.00,3.06,4.08
5.67s,20.03,1634.12,0.00,1630.00,0,19.04,120.00,0.06,120.00,3.12,4.12
5.63s,20.04,1654.15,0.00,1650.00,0,19.03,120.00,0.06,120.00,3.15,4.15
6.69s,20.03,1674.18,0.00,1670.00,0,19.02,120.00,0.06,120.00,3.17,4.18
5.79s,20.02,1694.20,0.00,1690.00,0,19.01,120.00,0.06,120.00,3.18,4.20
5.32s,20.01,1714.21,0.00,1710.00,0,18.98,120.00,0.06,120.00,3.19,4.21
6.02s,19.98,1734.19,0.00,1730.00,0,18.97,120.00,0.06,120.00,3.17,4.19
5.67s,19.97,1754.15,0.00,1750.00,0,18.96,120.00,0.06,120.00,3.15,4.15
6.62s,19.96,1774.11,0.00,1770.00,0,18.96,120.00,0.06,120.00,3.12,4.11
6.67s,19.96,1794.07,0.00,1790.00,0,18.95,120.00,0.06,120.00,3.09,4.07
5.49s,19.95,1814.02,0.00,1810.00,0,18.99,120.00,0.06,120.00,3.05,4.02
5.57s,19.99,1834.01,0.00,1830.00,0,18.99,120.00,0.06,120.00,3.01,4.01
5.62s,19.99,1854.00,0.00,1850.00,0,19.01,120.00,0.06,120.00,3.00,4.00
6.70s,20.01,1874.01,0.00,1870.00,0,19.01,120.00,0.06,120.00,3.00,4.01
5.57s,20.01,1894.02,0.00,1890.00,0,19.03,120.00,0.06,120.00,3.01,4.02
6.76s,20.03,1914.05,0.00,1910.00,0,19.03,120.00,0.06,120.00,3.04,4.05
