time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
2.77s,1.00,459.12,0.00,458.12,1,18.41,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.28s,17.41,476.53,0.00,459.12,1,18.41,1000.00,5.00,1000.00,0.00,0.00,17.41,17.41
5.92s,38.88,515.41,0.00,476.53,1,18.41,1000.00,5.00,1000.00,0.00,20.47,38.88,38.88
2.84s,1.00,516.41,0.00,515.41,1,19.44,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.54s,18.44,534.84,0.00,516.41,1,19.44,1000.00,5.00,1000.00,0.00,0.00,18.44,18.44
5.98s,40.94,575.78,0.00,534.84,1,19.44,1000.00,5.00,1000.00,0.00,21.50,40.94,40.94
2.85s,1.00,576.78,0.00,575.78,1,20.47,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.58s,19.47,596.25,0.00,576.78,1,20.47,1000.00,5.00,1000.00,0.00,0.00,19.47,19.47
6.13s,43.00,639.25,0.00,596.25,1,20.47,1000.00,5.00,1000.00,0.00,22.53,43.00,43.00
2.82s,1.00,640.25,0.00,639.25,1,21.50,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.61s,20.50,660.75,0.00,640.25,1,21.50,1000.00,5.00,1000.00,0.00,0.00,20.50,20.50
6.44s,45.06,705.81,0.00,660.75,1,21.50,1000.00,5.00,1000.00,0.00,23.56,45.06,45.06
2.83s,1.00,706.81,0.00,705.81,1,22.53,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.69s,21.53,728.34,0.00,706.81,1,22.53,1000.00,5.00,1000.00,0.00,0.00,21.53,21.53
5.94s,47.12,775.47,0.00,728.34,1,22.53,1000.00,5.00,1000.00,0.00,24.59,47.12,47.12
2.78s,1.00,776.47,0.00,775.47,1,23.56,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.58s,22.56,799.03,0.00,776.47,1,23.56,1000.00,5.00,1000.00,0.00,0.00,22.56,22.56
6.11s,49.19,848.22,0.00,799.03,1,23.56,1000.00,5.00,1000.00,0.00,25.62,49.19,49.19
2.96s,1.00,849.22,0.00,848.22,1,24.59,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.59s,23.59,872.81,0.00,849.22,1,24.59,1000.00,5.00,1000.00,0.00,0.00,23.59,23.59
6.22s,51.25,924.06,0.00,872.81,1,24.59,1000.00,5.00,1000.00,0.00,26.66,51.25,51.25
2.96s,1.00,925.06,0.00,922.81,2,25.00,50.00,5.00,1000.00,0.00,2.25,2.25,2.25
8.11s,22.75,947.81,0.00,925.06,1,25.00,50.00,5.00,1000.00,0.00,0.00,22.75,22.75
6.19s,53.31,1001.12,0.00,947.81,1,25.00,73.59,5.00,1000.00,0.00,28.31,53.31,53.31
3.55s,27.06,1028.19,0.00,997.81,2,25.00,50.00,5.00,1000.00,0.00,30.38,30.38,30.38
8.38s,27.06,1055.25,0.00,1028.19,1,26.79,50.00,5.00,1000.00,0.00,27.06,27.06,27.06
4.71s,28.85,1084.10,0.00,1055.25,1,26.86,72.75,5.00,1000.00,0.00,28.85,28.85,28.85
5.52s,28.92,1113.03,0.00,1084.10,1,27.26,1000.00,5.00,1000.00,0.00,28.92,28.92,28.92
4.79s,23.64,1136.66,0.00,1113.03,1,23.04,1000.00,5.00,1000.00,0.00,23.64,23.64,23.64
5.07s,23.27,1159.93,0.00,1136.66,1,21.69,1000.00,5.00,1000.00,0.00,23.27,23.27,23.27
5.23s,22.42,1182.35,0.00,1159.93,1,20.94,1000.00,5.00,1000.00,0.00,22.42,22.42,22.42
5.18s,21.02,1203.37,0.00,1182.35,1,19.65,1000.00,5.00,1000.00,0.00,21.02,21.02,21.02
5.20s,19.39,1222.76,0.00,1203.37,1,18.07,1000.00,5.00,1000.00,0.00,19.39,19.39,19.39
4.90s,18.74,1241.50,0.00,1222.76,1,17.22,1000.00,5.00,1000.00,0.00,18.74,18.74,18.74
4.86s,17.77,1259.27,0.00,1241.50,1,16.31,1000.00,5.00,1000.00,0.00,17.77,17.77,17.77
4.97s,16.85,1276.12,0.00,1259.27,1,15.39,1000.00,5.00,1000.00,0.00,16.85,16.85,16.85
4.84s,16.04,1292.16,0.00,1276.12,1,14.55,1000.00,5.00,1000.00,0.00,16.04,16.04,16.04
4.90s,15.40,1307.57,0.00,1292.16,1,13.88,1000.00,5.00,1000.00,0.00,15.40,15.40,15.40
4.95s,14.73,1322.30,0.00,1307.57,1,13.21,1000.00,5.00,1000.00,0.00,14.73,14.73,14.73
4.88s,14.14,1336.43,0.00,1322.30,1,12.60,1000.00,5.00,1000.00,0.00,14.14,14.14,14.14
4.88s,13.61,1350.04,0.00,1336.43,1,12.06,1000.00,5.00,1000.00,0.00,13.61,13.61,13.61
4.72s,13.13,1363.17,0.00,1350.04,1,11.58,1000.00,5.00,1000.00,0.00,13.13,13.13,13.13
4.65s,12.68,1375.85,0.00,1363.17,1,11.12,1000.00,5.00,1000.00,0.00,12.68,12.68,12.68
4.79s,12.28,1388.13,0.00,1375.85,1,10.71,1000.00,5.00,1000.00,0.00,12.28,12.28,12.28
4.81s,11.92,1400.05,0.00,1388.13,1,10.34,1000.00,5.00,1000.00,0.00,11.92,11.92,11.92
4.58s,11.59,1411.63,0.00,1400.05,1,10.00,1000.00,5.00,1000.00,0.00,11.59,11.59,11.59
4.51s,11.28,1422.92,0.00,1411.63,1,9.69,1000.00,5.00,1000.00,0.00,11.28,11.28,11.28
4.47s,11.01,1433.92,0.00,1422.92,1,9.41,1000.00,5.00,1000.00,0.00,11.01,11.01,11.01
4.39s,10.76,1444.68,0.00,1433.92,1,9.16,1000.00,5.00,1000.00,0.00,10.76,10.76,10.76
4.48s,10.53,1455.21,0.00,1444.68,1,8.93,1000.00,5.00,1000.00,0.00,10.53,10.53,10.53
4.46s,10.33,1465.54,0.00,1455.21,1,8.72,1000.00,5.00,1000.00,0.00,10.33,10.33,10.33
4.33s,10.14,1475.68,0.00,1465.54,1,8.53,1000.00,5.00,1000.00,0.00,10.14,10.14,10.14
4.35s,9.97,1485.64,0.00,1475.68,1,8.35,1000.00,5.00,1000.00,0.00,9.97,9.97,9.97
2.84s,1.00,1486.64,0.00,1485.64,1,8.19,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
5.12s,15.54,1502.18,0.00,1486.64,1,7.61,1000.00,5.00,1000.00,0.00,8.93,15.54,15.54
2.61s,1.00,1503.18,0.00,1502.18,1,7.77,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.04s,6.77,1509.95,0.00,1503.18,1,7.77,1000.00,5.00,1000.00,0.00,0.00,6.77,6.77
5.93s,17.60,1527.55,0.00,1509.95,1,7.77,1000.00,5.00,1000.00,0.00,9.83,17.60,17.60
2.57s,1.00,1528.55,0.00,1527.55,1,8.80,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
5.40s,7.80,1536.36,0.00,1528.55,1,8.80,1000.00,5.00,1000.00,0.00,0.00,7.80,7.80
5.58s,19.66,1556.02,0.00,1536.36,1,8.80,1000.00,5.00,1000.00,0.00,10.86,19.66,19.66
2.85s,1.00,1557.02,0.00,1556.02,1,9.83,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.22s,8.83,1565.85,0.00,1557.02,1,9.83,1000.00,5.00,1000.00,0.00,0.00,8.83,8.83
