time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
945.11ms,12.06,12.06,0.00,0.00,1,5.00,1000.00,5.00,1000.00,0.00,7.06,12.06,12.06
508.60ms,1.00,13.06,0.00,12.06,1,6.03,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
744.92ms,5.03,18.09,0.00,13.06,1,6.03,1000.00,5.00,1000.00,0.00,0.00,5.03,5.03
1.19s,14.12,32.22,0.00,18.09,1,6.03,1000.00,5.00,1000.00,0.00,8.09,14.12,14.12
619.99ms,1.00,33.22,0.00,32.22,1,7.06,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
816.67ms,6.06,39.28,0.00,33.22,1,7.06,1000.00,5.00,1000.00,0.00,0.00,6.06,6.06
1.21s,16.19,55.47,0.00,39.28,1,7.06,1000.00,5.00,1000.00,0.00,9.12,16.19,16.19
571.81ms,1.00,56.47,0.00,55.47,1,8.09,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
959.07ms,7.09,63.56,0.00,56.47,1,8.09,1000.00,5.00,1000.00,0.00,0.00,7.09,7.09
1.30s,18.25,81.81,0.00,63.56,1,8.09,1000.00,5.00,1000.00,0.00,10.16,18.25,18.25
625.18ms,1.00,82.81,0.00,81.81,1,9.12,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.03s,8.12,90.94,0.00,82.81,1,9.12,1000.00,5.00,1000.00,0.00,0.00,8.12,8.12
1.35s,20.31,111.25,0.00,90.94,1,9.12,1000.00,5.00,1000.00,0.00,11.19,20.31,20.31
673.80ms,1.00,112.25,0.00,111.25,1,10.16,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.03s,9.16,121.41,0.00,112.25,1,10.16,1000.00,5.00,1000.00,0.00,0.00,9.16,9.16
1.33s,22.38,143.78,0.00,121.41,1,10.16,1000.00,5.00,1000.00,0.00,12.22,22.38,22.38
705.50ms,1.00,144.78,0.00,143.78,1,11.19,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.06s,10.19,154.97,0.00,144.78,1,11.19,1000.00,5.00,1000.00,0.00,0.00,10.19,10.19
1.38s,24.44,179.41,0.00,154.97,1,11.19,1000.00,5.00,1000.00,0.00,13.25,24.44,24.44
721.97ms,1.00,180.41,0.00,179.41,1,12.22,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.08s,11.22,191.62,0.00,180.41,1,12.22,1000.00,5.00,1000.00,0.00,0.00,11.22,11.22
1.45s,26.50,218.12,0.00,191.62,1,12.22,1000.00,5.00,1000.00,0.00,14.28,26.50,26.50
778.57ms,1.00,219.12,0.00,218.12,1,13.25,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.03s,12.25,231.38,0.00,219.12,1,13.25,1000.00,5.00,1000.00,0.00,0.00,12.25,12.25
1.51s,28.56,259.94,0.00,231.38,1,13.25,1000.00,5.00,1000.00,0.00,15.31,28.56,28.56
738.08ms,1.00,260.94,0.00,259.94,1,14.28,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.01s,13.28,274.22,0.00,260.94,1,14.28,1000.00,5.00,1000.00,0.00,0.00,13.28,13.28
1.49s,30.62,304.84,0.00,274.22,1,14.28,1000.00,5.00,1000.00,0.00,16.34,30.62,30.62
740.91ms,1.00,305.84,0.00,304.84,1,15.31,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.04s,14.31,320.16,0.00,305.84,1,15.31,1000.00,5.00,1000.00,0.00,0.00,14.31,14.31
1.52s,32.69,352.84,0.00,320.16,1,15.31,1000.00,5.00,1000.00,0.00,17.38,32.69,32.69
741.45ms,1.00,353.84,0.00,352.84,1,16.34,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.14s,15.34,369.19,0.00,353.84,1,16.34,1000.00,5.00,1000.00,0.00,0.00,15.34,15.34
