time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
1.65s,34.75,403.94,0.00,369.19,1,16.34,1000.00,5.00,1000.00,0.00,18.41,34.75,34.75
781.19ms,1.00,404.94,0.00,403.94,1,17.38,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.16s,16.38,421.31,0.00,404.94,1,17.38,1000.00,5.00,1000.00,0.00,0.00,16.38,16.38
1.62s,36.81,458.12,0.00,421.31,1,17.38,1000.00,5.00,1000.00,0.00,19.44,36.81,36.81
756.39ms,1.00,459.12,0.00,458.12,1,18.41,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.18s,17.41,476.53,0.00,459.12,1,18.41,1000.00,5.00,1000.00,0.00,0.00,17.41,17.41
1.60s,38.88,515.41,0.00,476.53,1,18.41,1000.00,5.00,1000.00,0.00,20.47,38.88,38.88
779.59ms,1.00,516.41,0.00,515.41,1,19.44,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.25s,18.44,534.84,0.00,516.41,1,19.44,1000.00,5.00,1000.00,0.00,0.00,18.44,18.44
1.65s,40.94,575.78,0.00,534.84,1,19.44,1000.00,5.00,1000.00,0.00,21.50,40.94,40.94
775.06ms,1.00,576.78,0.00,574.84,2,20.00,40.00,5.00,1000.00,0.00,1.94,1.94,1.94
2.23s,18.06,594.84,0.00,576.78,1,20.00,40.00,5.00,1000.00,0.00,0.00,18.06,18.06
1.65s,43.00,637.84,0.00,594.84,1,20.00,58.44,5.00,1000.00,0.00,23.00,43.00,43.00
968.61ms,22.06,659.91,0.00,634.84,2,20.00,40.00,5.00,1000.00,0.00,25.06,25.06,25.06
1.73s,1.00,660.91,0.00,659.91,1,21.69,40.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.72s,44.44,705.34,0.00,660.91,1,21.69,58.06,5.00,1000.00,0.00,23.75,44.44,44.44
858.90ms,1.00,706.34,0.00,700.91,2,21.69,40.00,5.00,1000.00,0.00,3.06,5.44,5.44
2.22s,18.62,724.97,0.00,706.34,1,20.00,40.00,5.00,1000.00,0.00,4.06,18.62,18.62
1.55s,42.44,767.41,0.00,724.97,1,20.00,41.00,5.00,1000.00,1.44,26.50,42.44,42.44
991.28ms,22.06,789.47,0.00,764.97,2,20.81,40.00,5.00,1000.00,0.00,24.50,24.50,24.50
2.49s,22.06,811.53,0.00,789.47,1,21.50,40.00,5.00,1000.00,0.00,22.06,22.06,22.06
1.34s,23.56,835.09,0.00,811.53,1,21.64,58.62,5.00,1000.00,0.00,23.56,23.56,23.56
1.54s,23.70,858.80,0.00,835.09,1,22.02,1000.00,5.00,1000.00,0.00,23.70,23.70,23.70
1.42s,19.59,878.39,0.00,858.80,1,18.77,1000.00,5.00,1000.00,0.00,19.59,19.59,19.59
1.51s,19.39,897.79,0.00,878.39,1,17.78,1000.00,5.00,1000.00,0.00,19.39,19.39,19.39
1.53s,18.78,916.56,0.00,897.79,1,17.25,1000.00,5.00,1000.00,0.00,18.78,18.78,18.78
1.53s,17.74,934.30,0.00,916.56,1,16.29,1000.00,5.00,1000.00,0.00,17.74,17.74,17.74
1.62s,16.50,950.80,0.00,934.30,1,15.10,1000.00,5.00,1000.00,0.00,16.50,16.50,16.50
1.55s,16.04,966.84,0.00,950.80,1,14.48,1000.00,5.00,1000.00,0.00,16.04,16.04,16.04
1.62s,15.32,982.16,0.00,966.84,1,13.81,1000.00,5.00,1000.00,0.00,15.32,15.32,15.32
1.53s,14.63,996.79,0.00,982.16,1,13.12,1000.00,5.00,1000.00,0.00,14.63,14.63,14.63
1.57s,14.03,1010.82,0.00,996.79,1,12.50,1000.00,5.00,1000.00,0.00,14.03,14.03,14.03
1.48s,13.56,1024.38,0.00,1010.82,1,12.00,1000.00,5.00,1000.00,0.00,13.56,13.56,13.56
1.53s,13.06,1037.44,0.00,1024.38,1,11.51,1000.00,5.00,1000.00,0.00,13.06,13.06,13.06
1.42s,12.62,1050.06,0.00,1037.44,1,11.06,1000.00,5.00,1000.00,0.00,12.62,12.62,12.62
1.48s,12.22,1062.28,0.00,1050.06,1,10.65,1000.00,5.00,1000.00,0.00,12.22,12.22,12.22
1.42s,11.87,1074.15,0.00,1062.28,1,10.29,1000.00,5.00,1000.00,0.00,11.87,11.87,11.87
1.43s,11.54,1085.69,0.00,1074.15,1,9.96,1000.00,5.00,1000.00,0.00,11.54,11.54,11.54
1.39s,11.24,1096.93,0.00,1085.69,1,9.65,1000.00,5.00,1000.00,0.00,11.24,11.24,11.24
1.42s,10.97,1107.90,0.00,1096.93,1,9.38,1000.00,5.00,1000.00,0.00,10.97,10.97,10.97
1.41s,10.73,1118.63,0.00,1107.90,1,9.12,1000.00,5.00,1000.00,0.00,10.73,10.73,10.73
1.40s,10.50,1129.13,0.00,1118.63,1,8.90,1000.00,5.00,1000.00,0.00,10.50,10.50,10.50
1.36s,10.30,1139.43,0.00,1129.13,1,8.69,1000.00,5.00,1000.00,0.00,10.30,10.30,10.30
1.35s,10.11,1149.54,0.00,1139.43,1,8.50,1000.00,5.00,1000.00,0.00,10.11,10.11,10.11
1.39s,9.94,1159.49,0.00,1149.54,1,8.33,1000.00,5.00,1000.00,0.00,9.94,9.94,9.94
840.87ms,1.00,1160.49,0.00,1159.49,1,8.17,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.51s,15.51,1176.00,0.00,1160.49,1,7.59,1000.00,5.00,1000.00,0.00,8.93,15.51,15.51
727.65ms,1.00,1177.00,0.00,1176.00,1,7.76,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
931.30ms,6.76,1183.76,0.00,1177.00,1,7.76,1000.00,5.00,1000.00,0.00,0.00,6.76,6.76
1.63s,17.58,1201.33,0.00,1183.76,1,7.76,1000.00,5.00,1000.00,0.00,9.82,17.58,17.58
774.65ms,1.00,1202.33,0.00,1201.33,1,8.79,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.01s,7.79,1210.12,0.00,1202.33,1,8.79,1000.00,5.00,1000.00,0.00,0.00,7.79,7.79
1.67s,19.64,1229.76,0.00,1210.12,1,8.79,1000.00,5.00,1000.00,0.00,10.85,19.64,19.64
868.44ms,1.00,1230.76,0.00,1229.76,1,9.82,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.17s,8.82,1239.58,0.00,1230.76,1,9.82,1000.00,5.00,1000.00,0.00,0.00,8.82,8.82
1.72s,21.70,1261.29,0.00,1239.58,1,9.82,1000.00,5.00,1000.00,0.00,11.88,21.70,21.70
874.78ms,1.00,1262.29,0.00,1261.29,1,10.85,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.19s,9.85,1272.14,0.00,1262.29,1,10.85,1000.00,5.00,1000.00,0.00,0.00,9.85,9.85
1.75s,23.76,1295.90,0.00,1272.14,1,10.85,1000.00,5.00,1000.00,0.00,12.91,23.76,23.76
895.77ms,1.00,1296.90,0.00,1295.90,1,11.88,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.27s,10.88,1307.79,0.00,1296.90,1,11.88,1000.00,5.00,1000.00,0.00,0.00,10.88,10.88
1.81s,25.83,1333.61,0.00,1307.79,1,11.88,1000.00,5.00,1000.00,0.00,13.95,25.83,25.83
886.04ms,1.00,1334.61,0.00,1333.61,1,12.91,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.13s,11.91,1346.53,0.00,1334.61,1,12.91,1000.00,5.00,1000.00,0.00,0.00,11.91,11.91
2.18s,27.89,1374.42,0.00,1346.53,1,12.91,1000.00,5.00,1000.00,0.00,14.98,27.89,27.89
995.30ms,1.00,1375.42,0.00,1374.42,1,13.95,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
1.18s,12.95,1388.36,0.00,1375.42,1,13.95,1000.00,5.00,1000.00,0.00,0.00,12.95,12.95
