time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
6.21s,5.00,5.00,0.00,0.00,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
6.19s,5.00,10.00,0.00,5.00,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
15.65s,1.95,11.95,0.00,10.02,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.94
6.60s,5.00,16.95,0.00,11.99,0,5.01,1000.00,0.00,1000.00,0.00,0.00,0.00,4.97
15.37s,1.95,18.91,0.00,16.96,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
16.24s,1.95,20.86,0.00,18.91,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
5.74s,5.00,25.86,0.00,20.86,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
12.12s,1.95,27.81,0.00,25.86,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
6.06s,5.03,32.84,0.00,27.81,1,5.01,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
16.29s,1.95,34.79,0.00,32.84,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
8.88s,1.95,36.75,0.00,34.79,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
5.36s,5.03,41.77,0.00,36.75,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
9.15s,5.03,46.80,0.00,41.77,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
7.80s,5.03,51.83,0.00,46.80,1,5.03,1000.00,0.00,1000.00,0.00,0.06,0.00,5.03
7.16s,4.96,56.79,0.00,51.83,1,5.01,1000.00,0.00,1000.00,0.00,1.95,0.00,4.96
10.93s,1.95,58.75,0.00,56.79,1,5.00,1000.00,0.00,1000.00,0.00,1.89,0.00,1.95
6.23s,3.11,61.85,0.00,58.75,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,3.11
5.77s,5.00,66.85,0.00,61.85,1,5.01,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
13.79s,1.95,68.81,0.00,66.85,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
12.52s,1.95,70.76,0.00,68.81,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
8.40s,5.00,75.76,0.00,70.76,1,5.02,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
14.11s,1.95,77.71,0.00,75.76,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
6.24s,5.03,82.74,0.00,77.71,1,5.01,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
17.94s,1.95,84.69,0.00,82.74,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
7.23s,5.03,89.72,0.00,84.69,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
19.20s,1.95,91.67,0.00,89.72,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
7.13s,5.03,96.70,0.00,91.67,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
19.05s,1.95,98.66,0.00,96.70,1,5.01,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
7.38s,5.01,103.66,0.00,98.66,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.01
18.70s,1.95,105.62,0.00,103.66,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
14.66s,5.00,110.62,0.00,105.62,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
14.75s,1.95,112.57,0.00,110.62,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
7.93s,5.03,117.60,0.00,112.57,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
17.87s,1.95,119.56,0.00,117.60,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
6.84s,5.03,124.59,0.00,119.56,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
15.80s,1.95,126.54,0.00,124.59,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
6.84s,5.03,131.58,0.00,126.54,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
15.61s,1.95,133.53,0.00,131.58,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
6.67s,5.03,138.57,0.00,133.53,1,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,5.03
17.51s,1.95,140.52,0.00,138.58,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.94
7.88s,5.00,145.52,0.00,140.52,0,5.01,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
10.19s,5.01,150.53,0.00,145.52,0,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,5.01
23.43s,1.95,152.49,0.00,150.53,0,5.01,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
13.72s,1.95,154.44,0.00,152.49,1,5.04,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
10.64s,5.04,159.48,0.00,154.44,1,5.04,1000.00,0.00,1000.00,0.00,0.00,0.00,5.04
19.28s,1.95,161.43,0.00,159.48,1,5.02,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
8.15s,5.02,166.45,0.00,161.46,0,5.02,1000.00,0.00,1000.00,0.00,0.00,0.00,4.99
21.30s,1.95,168.40,0.00,166.46,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.94
9.84s,5.00,173.40,0.00,168.41,0,5.04,1000.00,0.00,1000.00,0.00,0.00,0.00,4.99
12.23s,5.04,178.44,0.00,173.40,0,5.01,1000.00,0.00,1000.00,0.00,0.00,0.00,5.04
9.55s,5.01,183.45,0.00,178.44,0,5.00,1000.00,0.00,1000.00,0.00,1.95,0.00,5.01
9.00s,3.05,186.50,0.00,183.45,1,5.02,1000.00,0.00,1000.00,0.00,0.00,0.00,3.05
13.90s,1.95,188.45,0.00,186.50,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
6.30s,5.00,193.45,0.00,188.45,0,5.02,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
12.89s,5.02,198.47,0.00,193.45,1,5.02,1000.00,0.00,1000.00,0.00,0.00,0.00,5.02
17.60s,1.95,200.43,0.00,198.47,1,5.02,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
12.00s,1.95,202.38,0.00,200.43,1,5.02,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
7.30s,5.02,207.40,0.00,202.41,0,5.03,1000.00,0.00,1000.00,0.00,0.00,0.00,4.99
22.46s,1.95,209.35,0.00,207.42,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.94
10.23s,5.00,214.35,0.00,209.36,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,4.99
9.26s,5.00,219.35,0.00,214.36,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
15.34s,1.95,221.31,0.00,219.36,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
8.80s,5.00,226.31,0.00,221.31,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
13.15s,1.95,228.26,0.00,226.31,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
11.07s,5.00,233.26,0.00,228.26,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
19.96s,1.95,235.21,0.00,233.26,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
7.47s,5.00,240.21,0.00,235.21,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
17.40s,1.95,242.17,0.00,240.21,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
12.02s,5.00,247.17,0.00,242.17,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
9.63s,5.00,252.17,0.00,247.17,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
19.12s,1.95,254.12,0.00,252.17,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
7.88s,5.00,259.12,0.00,254.15,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,4.97
20.48s,1.95,261.07,0.00,259.13,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.94
7.90s,5.00,266.07,0.00,261.08,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,4.99
8.08s,5.00,271.07,0.00,266.08,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
20.71s,1.95,273.03,0.00,271.07,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
8.69s,5.00,278.03,0.00,273.03,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
8.30s,5.00,283.03,0.00,278.03,1,5.00,1000.00,0.00,1000.00,0.00,1.89,0.00,5.00
18.14s,1.95,284.98,0.00,283.03,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
7.69s,5.00,289.98,0.00,284.98,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
19.83s,1.95,291.93,0.00,289.98,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
7.54s,5.00,296.93,0.00,291.93,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
18.37s,1.95,298.89,0.00,296.93,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
12.74s,5.00,303.89,0.00,298.89,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
9.95s,5.00,308.89,0.00,303.89,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
20.57s,1.95,310.84,0.00,308.89,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
12.95s,1.95,312.79,0.00,310.84,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
8.64s,5.00,317.79,0.00,312.79,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
9.79s,5.00,322.79,0.00,317.79,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
18.46s,1.95,324.75,0.00,322.79,1,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.95
8.77s,5.00,329.75,0.00,324.78,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,4.97
20.69s,1.95,331.70,0.00,329.76,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,1.94
8.86s,5.00,336.70,0.00,331.71,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,4.99
9.91s,5.00,341.70,0.00,336.70,0,5.00,1000.00,0.00,1000.00,0.00,0.00,0.00,5.00
