time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
3.87s,12.28,1388.13,0.00,1375.85,1,10.71,1000.00,5.00,1000.00,0.00,12.28,12.28,12.28
3.67s,11.92,1400.05,0.00,1388.13,1,10.34,1000.00,5.00,1000.00,0.00,11.92,11.92,11.92
3.69s,11.59,1411.63,0.00,1400.05,1,10.00,1000.00,5.00,1000.00,0.00,11.59,11.59,11.59
3.58s,11.28,1422.92,0.00,1411.63,1,9.69,1000.00,5.00,1000.00,0.00,11.28,11.28,11.28
3.66s,11.01,1433.92,0.00,1422.92,1,9.41,1000.00,5.00,1000.00,0.00,11.01,11.01,11.01
3.67s,10.76,1444.68,0.00,1433.92,1,9.16,1000.00,5.00,1000.00,0.00,10.76,10.76,10.76
3.58s,10.53,1455.21,0.00,1444.68,1,8.93,1000.00,5.00,1000.00,0.00,10.53,10.53,10.53
3.55s,10.33,1465.54,0.00,1455.21,1,8.72,1000.00,5.00,1000.00,0.00,10.33,10.33,10.33
3.57s,10.14,1475.68,0.00,1465.54,1,8.53,1000.00,5.00,1000.00,0.00,10.14,10.14,10.14
3.54s,9.97,1485.64,0.00,1475.68,1,8.35,1000.00,5.00,1000.00,0.00,9.97,9.97,9.97
2.23s,1.00,1486.64,0.00,1485.64,1,8.19,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.18s,15.54,1502.18,0.00,1486.64,1,7.61,1000.00,5.00,1000.00,0.00,8.93,15.54,15.54
2.09s,1.00,1503.18,0.00,1502.18,1,7.77,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
3.10s,6.77,1509.95,0.00,1503.18,1,7.77,1000.00,5.00,1000.00,0.00,0.00,6.77,6.77
4.76s,17.60,1527.55,0.00,1509.95,1,7.77,1000.00,5.00,1000.00,0.00,9.83,17.60,17.60
2.09s,1.00,1528.55,0.00,1527.55,1,8.80,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
4.43s,7.80,1536.36,0.00,1528.55,1,8.80,1000.00,5.00,1000.00,0.00,0.00,7.80,7.80
4.50s,19.66,1556.02,0.00,1536.36,1,8.80,1000.00,5.00,1000.00,0.00,10.86,19.66,19.66
2.37s,1.00,1557.02,0.00,1556.02,1,9.83,1000.00,5.00,1000.00,0.00,1.00,1.00,1.00
3.48s,8.83,1565.85,0.00,1557.02,1,9.83,1000.00,5.00,1000.00,0.00,0.00,8.83,8.83
