time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_if,max_if
8.27s,19.25,331.67,0.00,330.00,0,18.49,120.00,0.03,120.00,0.89,1.67
7.26s,19.49,351.15,0.00,350.00,0,18.87,120.00,0.00,120.00,0.54,1.15
7.16s,19.87,371.02,0.00,370.00,0,19.22,120.00,0.06,120.00,0.35,1.02
6.88s,20.22,391.24,0.00,390.00,0,19.48,120.00,0.06,120.00,0.50,1.24
7.34s,20.48,411.72,0.00,410.00,0,19.63,120.00,0.04,120.00,0.86,1.72
6.72s,20.63,432.35,0.00,430.00,0,19.72,120.00,0.06,120.00,1.47,2.35
7.65s,20.72,453.07,0.00,450.00,0,19.78,120.00,0.06,120.00,2.11,3.07
7.75s,20.78,473.85,0.00,470.00,0,19.71,120.00,0.06,120.00,2.77,3.85
7.99s,20.71,494.56,0.00,490.00,0,19.58,120.00,0.06,120.00,3.42,4.56
8.35s,20.58,515.14,0.00,510.00,0,19.45,120.00,0.06,120.00,3.97,5.14
8.68s,20.45,535.58,0.00,530.00,0,19.24,120.00,0.06,120.00,4.41,5.58
8.56s,20.24,555.83,0.00,550.00,0,19.07,120.00,0.06,120.00,4.64,5.83
8.58s,20.07,575.90,0.00,570.00,0,18.88,120.00,0.06,120.00,4.70,5.90
8.96s,19.88,595.78,0.00,590.00,0,18.75,120.00,0.06,120.00,4.65,5.78
8.72s,19.75,615.53,0.00,610.00,0,18.61,120.00,0.06,120.00,4.41,5.53
8.02s,19.61,635.14,0.00,630.00,0,18.55,120.00,0.06,120.00,4.10,5.14
9.16s,19.55,654.70,0.00,650.00,0,18.53,120.00,0.06,120.00,3.67,4.70
7.91s,19.53,674.23,0.00,670.00,0,18.57,120.00,0.06,120.00,3.27,4.23
8.35s,19.57,693.80,0.00,690.00,0,18.65,120.00,0.06,120.00,2.85,3.80
8.26s,19.65,713.45,0.00,710.00,0,18.73,120.00,0.06,120.00,2.53,3.45
7.13s,19.73,733.18,0.00,730.00,0,18.84,120.00,0.06,120.00,2.28,3.18
8.21s,19.84,753.02,0.00,750.00,0,18.96,120.00,0.06,120.00,2.12,3.02
8.20s,19.96,772.97,0.00,770.00,0,19.07,120.00,0.00,120.00,2.09,2.97
8.36s,20.07,793.04,0.00,790.00,0,19.17,120.00,0.00,120.00,2.14,3.04
7.27s,20.17,813.21,0.00,810.00,0,19.24,120.00,0.06,120.00,2.26,3.21
7.26s,20.24,833.46,0.00,830.00,0,19.27,120.00,0.06,120.00,2.49,3.46
7.28s,20.27,853.72,0.00,850.00,0,19.29,120.00,0.06,120.00,2.74,3.72
8.52s,20.29,874.02,0.00,870.00,0,19.28,120.00,0.06,120.00,3.01,4.02
8.10s,20.28,894.29,0.00,890.00,0,19.21,120.00,0.06,120.00,3.22,4.29
7.74s,20.21,914.50,0.00,910.00,0,19.17,120.00,0.06,120.00,3.45,4.50
8.98s,20.17,934.67,0.00,930.00,0,19.09,120.00,0.06,120.00,3.58,4.67
7.65s,20.09,954.76,0.00,950.00,0,19.02,120.00,0.06,120.00,3.69,4.76
8.24s,20.02,974.78,0.00,970.00,0,18.96,120.00,0.06,120.00,3.70,4.78
8.24s,19.96,994.75,0.00,990.00,0,18.89,120.00,0.06,120.00,3.67,4.75
7.37s,19.89,1014.64,0.00,1010.00,0,18.86,120.00,0.06,120.00,3.59,4.64
9.40s,19.86,1034.50,0.00,1030.00,0,18.82,120.00,0.06,120.00,3.48,4.50
9.02s,19.82,1054.32,0.00,1050.00,0,18.84,120.00,0.06,120.00,3.31,4.32
8.04s,19.84,1074.16,0.00,1070.00,0,18.84,120.00,0.06,120.00,3.15,4.16
7.39s,19.84,1093.99,0.00,1090.00,0,18.87,120.00,0.06,120.00,3.06,3.99
8.10s,19.87,1113.86,0.00,1110.00,0,18.91,120.00,0.06,120.00,2.90,3.86
7.90s,19.91,1133.77,0.00,1130.00,0,18.94,120.00,0.06,120.00,2.83,3.77
8.88s,19.94,1153.71,0.00,1150.00,0,18.97,120.00,0.06,120.00,2.78,3.71
7.40s,19.97,1173.68,0.00,1170.00,0,19.00,120.00,0.06,120.00,2.76,3.68
8.60s,20.00,1193.68,0.00,1190.00,0,19.04,120.00,0.00,120.00,2.76,3.68
7.88s,20.04,1213.72,0.00,1210.00,0,19.06,120.00,0.06,120.00,2.79,3.72
8.06s,20.06,1233.78,0.00,1230.00,0,19.09,120.00,0.04,120.00,2.84,3.78
8.74s,20.09,1253.88,0.00,1250.00,0,19.08,120.00,0.06,120.00,2.91,3.88
7.62s,20.08,1273.96,0.00,1270.00,0,19.11,120.00,0.06,120.00,2.97,3.96
8.07s,20.11,1294.07,0.00,1290.00,0,19.07,120.00,0.06,120.00,3.05,4.07
8.18s,20.07,1314.14,0.00,1310.00,0,19.07,120.00,0.02,120.00,3.14,4.14
8.11s,20.07,1334.21,0.00,1330.00,0,19.06,120.00,0.06,120.00,3.19,4.21
7.94s,20.06,1354.27,0.00,1350.00,0,19.03,120.00,0.06,120.00,3.24,4.27
7.79s,20.03,1374.30,0.00,1370.00,0,19.00,120.00,0.06,120.00,3.26,4.30
9.05s,20.00,1394.30,0.00,1390.00,0,18.98,120.00,0.05,120.00,3.29,4.30
7.90s,19.98,1414.28,0.00,1410.00,0,18.95,120.00,0.06,120.00,3.28,4.28
7.25s,19.95,1434.23,0.00,1430.00,0,18.96,120.00,0.06,120.00,3.24,4.23
7.80s,19.96,1454.19,0.00,1450.00,0,18.95,120.00,0.06,120.00,3.17,4.19
8.56s,19.95,1474.14,0.00,1470.00,0,18.95,120.00,0.06,120.00,3.14,4.14
9.28s,19.95,1494.08,0.00,1490.00,0,18.94,120.00,0.06,120.00,3.10,4.08
7.80s,19.94,1514.02,0.00,1510.00,0,18.95,120.00,0.06,120.00,3.05,4.02
7.78s,19.95,1533.97,0.00,1530.00,0,18.97,120.00,0.06,120.00,2.98,3.97
8.07s,19.97,1553.94,0.00,1550.00,0,18.97,120.00,0.06,120.00,2.96,3.94
9.20s,19.97,1573.92,0.00,1570.00,0,19.01,120.00,0.06,120.00,2.94,3.92
8.16s,20.01,1593.92,0.00,1590.00,0,19.00,120.00,0.06,120.00,2.94,3.92
8.01s,20.00,1613.92,0.00,1610.00,0,19.02,120.00,0.06,120.00,2.94,3.92
8.43s,20.02,1633.94,0.00,1630.00,0,19.03,120.00,0.06,120.00,2.96,3.94
9.58s,20.03,1653.97,0.00,1650.00,0,19.04,120.00,0.06,120.00,2.98,3.97
8.00s,20.04,1674.02,0.00,1670.00,0,19.05,120.00,0.06,120.00,3.01,4.02
7.73s,20.05,1694.07,0.00,1690.00,0,19.03,120.00,0.06,120.00,3.05,4.07
7.89s,20.03,1714.09,0.00,1710.00,0,19.02,120.00,0.06,120.00,3.10,4.09
8.65s,20.02,1734.11,0.00,1730.00,0,19.02,120.00,0.06,120.00,3.12,4.11
8.15s,20.02,1754.14,0.00,1750.00,0,19.00,120.00,0.06,120.00,3.14,4.14
8.53s,20.00,1774.14,0.00,1770.00,0,19.01,120.00,0.06,120.00,3.14,4.14
8.98s,20.01,1794.15,0.00,1790.00,0,18.99,120.00,0.06,120.00,3.14,4.15
9.28s,19.99,1814.14,0.00,1810.00,0,19.00,120.00,0.06,120.00,3.14,4.14
8.92s,20.00,1834.13,0.00,1830.00,0,18.98,120.00,0.06,120.00,3.13,4.13
8.20s,19.98,1854.12,0.00,1850.00,0,18.98,120.00,0.06,120.00,3.12,4.12
7.78s,19.98,1874.10,0.00,1870.00,0,18.98,120.00,0.06,120.00,3.11,4.10
8.87s,19.98,1894.07,0.00,1890.00,0,18.97,120.00,0.06,120.00,3.09,4.07
8.92s,19.97,1914.05,0.00,1910.00,0,18.97,120.00,0.06,120.00,3.07,4.05
