time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
271.81ms,1.00,1377.19,0.00,1357.28,1,25.14,49.78,0.30,120.00,0.00,19.80,1.24,19.91
304.15ms,42.19,1419.38,0.00,1377.19,1,25.12,49.90,19.00,120.00,0.00,36.91,42.19,42.19
219.85ms,1.00,1420.38,0.00,1419.38,1,28.34,50.70,18.91,120.00,0.00,0.94,1.00,1.00
258.13ms,68.91,1489.28,0.00,1420.38,1,28.44,120.00,0.50,120.00,0.00,41.84,42.26,68.91
267.07ms,1.00,1490.28,0.00,1470.38,1,25.04,49.76,0.24,120.00,0.00,19.80,1.24,19.91
291.15ms,42.19,1532.47,0.00,1490.28,1,25.01,49.94,18.97,120.00,0.00,36.79,42.19,42.19
211.53ms,1.00,1533.47,0.00,1532.47,1,28.02,50.66,18.95,120.00,0.00,0.94,1.00,1.00
268.47ms,68.91,1602.38,0.00,1533.47,1,28.36,120.00,0.50,120.00,0.00,41.84,42.26,68.91
275.07ms,1.00,1603.38,0.00,1583.47,1,25.14,49.78,0.29,120.00,0.00,19.80,1.24,19.91
280.86ms,42.19,1645.56,0.00,1603.38,1,25.29,49.87,19.04,120.00,0.00,36.79,42.19,42.19
213.61ms,1.00,1646.56,0.00,1645.56,1,28.34,50.70,19.16,120.00,0.00,0.97,1.00,1.00
309.50ms,68.91,1715.47,0.00,1646.56,1,28.36,120.00,0.50,120.00,0.00,41.77,42.26,68.91
275.70ms,1.00,1716.47,0.00,1696.56,1,25.05,49.79,0.21,120.00,0.00,19.80,1.24,19.91
296.97ms,42.19,1758.66,0.00,1716.47,1,25.40,49.96,18.94,120.00,0.00,36.79,42.19,42.19
220.30ms,1.00,1759.66,0.00,1758.66,1,28.34,50.70,18.91,120.00,0.00,0.94,1.00,1.00
270.58ms,68.91,1828.56,0.00,1759.66,1,28.36,120.00,0.42,120.00,0.00,41.67,42.26,68.91
283.84ms,1.00,1829.56,0.00,1809.66,1,25.05,49.79,0.21,120.00,0.00,19.80,1.24,19.91
289.07ms,42.19,1871.75,0.00,1829.56,1,25.01,49.94,19.20,120.00,0.00,36.79,42.19,42.19
212.82ms,1.00,1872.75,0.00,1871.75,1,28.34,50.70,18.91,120.00,0.00,0.94,1.00,1.00
295.34ms,68.91,1941.66,0.00,1872.88,0,28.26,120.00,0.44,120.00,0.00,41.68,42.18,68.78
281.31ms,1.00,1942.66,0.00,1922.89,1,25.32,50.10,0.04,120.00,0.00,19.33,1.23,19.76
288.00ms,42.66,1985.31,0.00,1942.72,0,25.46,50.14,18.76,120.00,0.00,37.28,42.59,42.59
228.82ms,1.00,1986.31,0.00,1985.34,0,28.27,50.84,18.76,120.00,0.00,0.95,0.97,0.97
308.79ms,69.38,2055.69,0.00,1986.33,0,28.32,120.00,0.50,120.00,0.00,42.02,42.81,69.36
292.78ms,1.00,2056.69,0.00,2036.46,1,25.07,49.92,0.23,120.00,0.00,19.82,1.26,20.23
308.01ms,42.19,2098.88,0.00,2056.70,0,25.46,50.14,19.23,120.00,0.00,36.93,42.18,42.18
236.81ms,1.00,2099.88,0.00,2098.88,0,28.38,50.93,19.41,120.00,0.00,0.97,1.00,1.00
289.13ms,68.91,2168.78,0.00,2099.88,0,28.33,120.00,0.50,120.00,0.00,41.47,42.26,68.90
280.63ms,1.00,2169.78,0.00,2149.94,1,25.03,49.89,0.18,120.00,0.00,19.80,1.24,19.84
320.36ms,42.66,2212.44,0.00,2169.78,0,25.30,49.83,19.08,120.00,0.00,37.21,42.66,42.66
215.77ms,1.00,2213.44,0.00,2212.44,1,28.14,50.75,18.86,120.00,0.00,0.94,1.00,1.00
282.66ms,68.91,2282.34,0.00,2213.44,1,28.26,120.00,0.50,120.00,0.00,41.74,42.80,68.91
280.60ms,1.00,2283.34,0.00,2263.44,1,25.10,49.86,0.14,120.00,0.00,19.80,1.24,19.91
278.62ms,42.19,2325.53,0.00,2283.34,1,25.12,49.90,19.00,120.00,0.00,36.91,42.19,42.19
213.98ms,1.00,2326.53,0.00,2325.53,1,28.12,50.82,19.09,120.00,0.00,0.94,1.00,1.00
279.31ms,68.91,2395.44,0.00,2326.53,1,28.32,120.00,0.50,120.00,0.00,41.75,42.26,68.91
