time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
306.68ms,9.84,9.84,0.00,0.00,0,5.00,120.00,0.04,120.00,0.00,4.44,5.23,9.84
199.82ms,1.00,10.84,0.00,9.84,1,5.30,120.00,0.47,120.00,0.00,0.84,1.00,1.00
236.90ms,11.25,22.09,0.00,10.99,0,5.00,120.00,0.25,120.00,0.00,6.68,9.02,11.10
203.45ms,1.00,23.09,0.00,22.17,0,5.66,120.00,0.46,120.00,0.00,0.46,0.46,0.93
275.37ms,13.12,36.22,0.00,23.13,0,5.98,120.00,0.50,120.00,0.00,8.10,10.63,13.09
205.62ms,1.00,37.22,0.00,36.24,0,6.61,120.00,0.49,120.00,0.00,0.71,0.49,0.98
273.24ms,15.00,52.22,0.00,37.23,0,6.97,120.00,0.50,120.00,0.00,9.25,12.18,14.99
196.97ms,1.00,53.22,0.00,52.22,0,7.52,120.00,0.01,120.00,0.00,0.94,0.50,1.00
224.72ms,17.34,70.56,0.00,53.22,0,7.97,120.00,0.50,120.00,0.00,10.62,14.09,17.34
223.79ms,1.00,71.56,0.00,70.56,0,8.94,120.00,0.50,120.00,0.00,0.72,0.50,1.00
253.01ms,20.62,92.19,0.00,71.56,1,8.88,120.00,0.38,120.00,0.00,12.59,16.44,20.62
182.91ms,1.00,93.19,0.00,92.19,1,10.31,120.00,0.48,120.00,0.00,0.97,1.00,1.00
255.85ms,24.38,117.56,0.00,93.19,1,10.31,120.00,0.50,120.00,0.00,15.03,19.80,24.38
194.23ms,1.00,118.56,0.00,117.56,1,12.19,120.00,0.25,120.00,0.00,1.00,1.00,1.00
273.18ms,29.06,147.62,0.00,118.56,1,12.44,120.00,0.50,120.00,0.00,17.61,23.61,29.06
193.13ms,1.00,148.62,0.00,147.62,1,14.53,120.00,0.50,120.00,0.00,1.00,1.00,1.00
266.36ms,35.16,183.78,0.00,148.62,1,14.80,120.00,0.50,120.00,0.00,21.54,28.29,35.16
195.33ms,1.00,184.78,0.00,183.78,1,17.58,120.00,0.50,120.00,0.00,1.00,1.00,1.00
268.74ms,42.66,227.44,0.00,184.78,1,17.71,120.00,0.50,120.00,0.00,25.98,34.32,42.66
198.00ms,1.00,228.44,0.00,227.44,1,21.33,120.00,0.25,120.00,0.00,0.97,1.00,1.00
304.41ms,52.03,280.47,0.00,228.44,1,21.47,120.00,0.35,120.00,0.00,31.35,41.87,52.03
247.17ms,1.00,281.47,0.00,278.44,1,25.03,49.70,0.30,120.00,0.00,2.99,1.14,3.03
308.95ms,59.06,340.53,0.00,281.47,1,25.00,49.86,2.17,120.00,2.11,36.84,49.37,59.06
301.20ms,1.00,341.53,0.00,331.47,1,26.10,49.89,2.14,120.00,0.00,9.79,1.57,10.06
312.95ms,53.91,395.44,0.00,341.53,1,26.16,51.29,9.21,120.00,2.45,38.12,50.54,53.91
289.58ms,1.00,396.44,0.00,391.53,1,27.72,49.68,9.13,120.00,0.00,4.91,4.91,4.91
313.99ms,63.75,460.19,0.00,396.44,1,27.65,54.82,3.95,120.00,3.91,41.09,54.29,63.75
300.52ms,1.00,461.19,0.00,446.52,1,26.59,49.87,4.04,120.00,0.00,14.52,2.75,14.67
331.06ms,50.62,511.81,0.00,461.19,1,26.59,52.36,13.67,120.00,0.00,38.91,50.62,50.62
274.46ms,1.00,512.81,0.00,511.19,1,28.97,49.95,14.03,120.00,0.00,1.62,1.62,1.62
333.07ms,69.84,582.66,0.00,512.81,1,29.03,57.10,0.89,120.00,0.62,42.59,50.75,69.84
278.65ms,1.00,583.66,0.00,562.81,1,25.41,49.73,0.90,120.00,0.00,20.78,1.30,20.84
264.02ms,42.66,626.31,0.00,583.66,1,25.71,50.53,20.08,120.00,0.00,37.97,42.66,42.66
205.64ms,1.00,627.31,0.00,626.31,1,28.66,51.42,20.05,120.00,0.00,0.97,1.00,1.00
271.07ms,69.84,697.16,0.00,627.31,1,28.50,120.00,0.44,120.00,0.00,42.30,42.83,69.84
280.40ms,1.00,698.16,0.00,677.31,1,25.10,49.97,0.03,120.00,0.00,20.78,1.30,20.84
271.25ms,41.25,739.41,0.00,698.16,1,25.08,49.84,20.01,120.00,0.00,37.05,41.25,41.25
201.77ms,1.00,740.41,0.00,739.41,1,28.02,50.66,19.87,120.00,0.00,0.94,1.00,1.00
313.61ms,68.91,809.31,0.00,740.53,0,28.06,120.00,0.44,120.00,0.00,41.84,41.38,68.78
284.93ms,1.00,810.31,0.00,790.55,1,25.21,49.92,0.22,120.00,0.00,19.33,1.23,19.76
311.89ms,42.66,852.97,0.00,810.38,0,25.46,50.14,18.76,120.00,0.00,37.20,42.59,42.59
220.15ms,1.00,853.97,0.00,853.00,0,28.33,50.87,19.04,120.00,0.00,0.95,0.97,0.97
302.93ms,69.38,923.34,0.00,853.98,0,28.32,120.00,0.50,120.00,0.00,42.02,42.81,69.36
275.31ms,1.00,924.34,0.00,904.11,1,25.07,49.92,0.23,120.00,0.00,19.82,1.26,20.23
305.03ms,42.19,966.53,0.00,924.35,0,25.46,50.14,19.23,120.00,0.00,36.93,42.18,42.18
240.05ms,1.00,967.53,0.00,966.54,0,28.32,51.04,19.30,120.00,0.00,0.97,1.00,1.00
281.65ms,68.91,1036.44,0.00,967.53,0,28.33,120.00,0.50,120.00,0.00,41.47,42.26,68.90
266.10ms,1.00,1037.44,0.00,1017.60,1,25.03,49.89,0.18,120.00,0.00,19.80,1.24,19.84
304.61ms,42.66,1080.09,0.00,1037.44,1,25.15,49.84,19.06,120.00,0.00,37.38,42.66,42.66
227.83ms,1.00,1081.09,0.00,1080.09,1,28.39,50.94,18.97,120.00,0.00,0.94,1.00,1.00
282.39ms,68.91,1150.00,0.00,1081.09,1,28.32,120.00,0.50,120.00,0.00,41.63,42.80,68.91
283.53ms,1.00,1151.00,0.00,1131.09,1,25.20,49.92,0.08,120.00,0.00,19.80,1.24,19.91
296.30ms,42.19,1193.19,0.00,1151.00,1,25.12,49.90,19.00,120.00,0.00,36.86,42.19,42.19
210.60ms,1.00,1194.19,0.00,1193.19,1,28.02,50.66,18.95,120.00,0.00,0.94,1.00,1.00
258.10ms,68.91,1263.09,0.00,1194.19,1,28.20,120.00,0.50,120.00,0.00,41.67,42.26,68.91
275.29ms,1.00,1264.09,0.00,1244.19,1,25.04,49.76,0.24,120.00,0.00,19.80,1.24,19.91
275.98ms,42.19,1306.28,0.00,1264.09,1,25.29,49.87,19.14,120.00,0.00,36.91,42.19,42.19
207.74ms,1.00,1307.28,0.00,1306.28,1,28.12,50.82,19.09,120.00,0.00,0.94,1.00,1.00
272.76ms,68.91,1376.19,0.00,1307.28,1,28.36,120.00,0.50,120.00,0.00,41.77,42.26,68.91
