time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
319.18ms,1.00,2140.66,0.00,2128.09,1,55.59,99.51,20.17,120.00,0.00,12.54,10.60,12.56
390.10ms,120.00,2260.66,0.00,2140.81,0,55.38,110.17,11.56,120.00,9.61,76.96,109.55,119.85
353.40ms,1.00,2261.66,0.00,2241.06,1,53.24,100.18,11.56,120.00,0.00,20.35,6.11,20.60
314.36ms,112.50,2374.16,0.00,2261.66,1,53.41,106.05,19.60,120.00,6.20,79.67,105.91,112.50
318.76ms,1.00,2375.16,0.00,2361.66,1,55.62,99.66,20.05,120.00,0.00,13.11,10.55,13.50
309.17ms,120.00,2495.16,0.00,2375.16,1,55.21,110.38,12.82,120.00,9.73,78.02,109.69,120.00
351.74ms,1.00,2496.16,0.00,2475.16,1,53.65,99.74,12.51,120.00,0.00,20.78,6.89,21.00
345.57ms,112.03,2608.19,0.00,2496.16,1,53.38,106.63,20.12,120.00,5.43,79.37,105.90,112.03
345.70ms,1.00,2609.19,0.00,2596.37,1,55.39,100.08,20.00,120.00,0.00,12.51,10.41,12.82
355.14ms,120.00,2729.19,0.00,2609.19,1,55.65,110.37,11.82,120.00,9.42,77.35,109.69,120.00
354.60ms,1.00,2730.19,0.00,2709.19,1,53.42,99.67,12.25,120.00,0.00,20.66,6.56,21.00
476.48ms,112.03,2842.22,0.00,2730.35,0,53.50,106.21,20.02,120.00,5.68,79.69,105.75,111.87
338.34ms,1.00,2843.22,0.00,2830.49,1,55.33,100.30,20.07,120.00,0.00,12.54,10.74,12.73
428.75ms,120.00,2963.22,0.00,2843.30,0,55.33,110.65,11.73,120.00,9.42,77.35,109.61,119.92
357.53ms,1.00,2964.22,0.00,2943.58,1,53.35,100.21,11.75,120.00,0.00,20.44,6.45,20.64
377.83ms,112.50,3076.72,0.00,2964.26,0,53.63,106.56,19.75,120.00,6.01,79.82,105.87,112.46
324.94ms,1.00,3077.72,0.00,3064.44,1,55.74,99.82,19.80,120.00,0.00,13.00,10.79,13.28
406.40ms,120.00,3197.72,0.00,3077.74,0,55.71,110.57,12.28,120.00,9.48,77.66,109.67,119.98
355.41ms,1.00,3198.72,0.00,3178.04,1,53.46,100.25,12.33,120.00,0.00,20.49,6.78,20.68
399.11ms,112.50,3311.22,0.00,3198.73,0,53.45,106.74,19.68,120.00,5.71,79.73,105.90,112.49
341.45ms,1.00,3312.22,0.00,3298.92,1,55.41,99.86,19.84,120.00,0.00,13.00,10.81,13.30
322.91ms,120.00,3432.22,0.00,3312.22,1,55.66,110.22,12.30,120.00,9.48,77.71,109.69,120.00
336.14ms,1.00,3433.22,0.00,3412.22,1,53.65,99.74,12.51,120.00,0.00,20.78,6.89,21.00
315.68ms,112.03,3545.25,0.00,3433.22,1,53.41,106.52,20.00,120.00,5.43,79.36,105.90,112.03
342.78ms,1.00,3546.25,0.00,3533.22,1,55.39,99.59,20.11,120.00,0.00,12.98,10.59,13.03
341.07ms,120.00,3666.25,0.00,3546.25,1,55.65,110.37,12.29,120.00,9.75,77.73,109.69,120.00
362.47ms,1.00,3667.25,0.00,3646.56,1,53.42,100.16,12.07,120.00,0.00,20.66,6.46,20.69
328.54ms,112.50,3779.75,0.00,3667.25,1,53.53,106.63,19.77,120.00,5.96,79.70,105.91,112.50
324.52ms,1.00,3780.75,0.00,3767.25,1,55.62,99.66,20.18,120.00,0.00,13.45,10.55,13.50
330.29ms,120.00,3900.75,0.00,3780.75,1,55.30,110.39,12.68,120.00,9.54,78.03,109.69,120.00
346.21ms,1.00,3901.75,0.00,3881.06,1,53.65,100.23,12.50,120.00,0.00,20.60,6.79,20.69
336.52ms,112.50,4014.25,0.00,3901.75,1,53.65,106.75,19.69,120.00,5.71,79.73,105.91,112.50
346.82ms,1.00,4015.25,0.00,4001.75,1,55.62,99.66,20.02,120.00,0.00,13.45,10.55,13.50
312.49ms,120.00,4135.25,0.00,4015.25,1,55.25,110.39,12.52,120.00,9.75,78.14,109.69,120.00
356.47ms,1.00,4136.25,0.00,4115.25,1,53.65,99.74,12.51,120.00,0.00,20.78,6.89,21.00
337.11ms,112.03,4248.28,0.00,4136.25,1,53.71,106.60,20.29,120.00,5.45,79.64,105.90,112.03
327.71ms,1.00,4249.28,0.00,4236.25,1,55.39,99.59,20.11,120.00,0.00,12.98,10.59,13.03
321.82ms,120.00,4369.28,0.00,4249.28,1,55.68,110.31,12.03,120.00,9.68,77.77,109.69,120.00
346.30ms,1.00,4370.28,0.00,4349.28,1,53.42,99.67,12.37,120.00,0.00,20.66,6.56,21.00
342.37ms,112.03,4482.31,0.00,4370.28,1,53.26,106.34,20.00,120.00,5.68,79.70,105.90,112.03
328.59ms,1.00,4483.31,0.00,4470.28,1,55.39,99.59,20.11,120.00,0.00,12.98,10.59,13.03
377.48ms,120.00,4603.31,0.00,4483.39,0,55.35,110.16,12.03,120.00,9.68,77.76,109.62,119.92
358.22ms,1.00,4604.31,0.00,4583.67,1,53.35,100.21,12.05,120.00,0.00,20.45,6.45,20.64
397.93ms,112.50,4716.81,0.00,4604.35,0,53.35,106.46,19.79,120.00,5.96,79.69,105.87,112.46
334.15ms,1.00,4717.81,0.00,4704.53,1,55.36,99.84,19.84,120.00,0.00,13.00,10.79,13.29
