time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
269.21ms,15.00,666.39,0.00,651.39,1,9.77,28.55,1.56,120.00,0.00,12.82,13.12,15.00
236.91ms,1.00,667.39,0.00,665.92,1,9.99,14.94,0.41,120.00,0.00,1.10,1.10,1.47
339.42ms,15.00,682.39,0.00,667.39,1,9.69,15.72,0.59,120.00,0.00,6.78,15.00,15.00
238.59ms,15.00,697.39,0.00,682.39,1,10.12,28.71,0.47,120.00,0.00,11.89,13.12,15.00
229.61ms,1.00,698.39,0.00,696.92,1,9.91,14.83,0.41,120.00,0.00,1.12,1.10,1.47
353.47ms,15.00,713.39,0.00,698.39,1,9.85,15.32,0.58,120.00,0.00,6.23,15.00,15.00
234.02ms,15.47,728.86,0.00,713.39,1,9.84,29.21,0.47,120.00,0.00,12.02,13.54,15.47
255.07ms,1.00,729.86,0.00,727.45,1,9.75,14.81,0.75,120.00,0.00,2.13,1.20,2.41
320.75ms,15.00,744.86,0.00,729.86,1,10.00,15.23,1.47,120.00,0.00,7.72,15.00,15.00
248.47ms,15.00,759.86,0.00,744.86,1,10.16,28.96,1.44,120.00,0.00,12.75,13.12,15.00
300.61ms,1.00,760.86,0.00,758.45,1,9.84,14.69,0.82,120.00,0.00,2.13,1.20,2.41
338.62ms,14.53,775.39,0.00,760.86,1,9.61,15.39,1.51,120.00,0.00,7.05,14.53,14.53
237.79ms,15.00,790.39,0.00,775.39,1,9.82,28.59,1.41,120.00,0.00,12.60,13.12,15.00
231.50ms,1.00,791.39,0.00,789.92,1,9.99,14.94,0.41,120.00,0.00,1.10,1.10,1.47
312.61ms,15.00,806.39,0.00,791.39,1,9.70,15.60,0.67,120.00,0.00,6.38,15.00,15.00
227.24ms,15.00,821.39,0.00,806.39,1,9.78,28.98,0.47,120.00,0.00,11.83,13.12,15.00
227.22ms,1.00,822.39,0.00,820.89,1,10.17,14.80,0.45,120.00,0.00,1.12,1.12,1.50
362.39ms,15.00,837.39,0.00,822.64,0,10.08,15.24,0.62,120.00,0.00,6.52,14.75,14.75
307.68ms,15.47,852.86,0.00,837.41,0,9.92,29.46,0.50,120.00,0.00,12.02,13.52,15.45
266.54ms,1.00,853.86,0.00,851.54,1,9.72,14.89,0.73,120.00,0.00,2.09,1.16,2.31
364.49ms,15.00,868.86,0.00,853.87,0,9.84,15.00,1.31,120.00,0.00,7.50,14.99,14.99
287.61ms,15.00,883.86,0.00,868.86,0,10.11,28.89,1.31,120.00,0.00,12.87,13.12,15.00
253.04ms,1.00,884.86,0.00,882.86,1,9.67,14.84,0.64,120.00,0.00,1.93,1.00,2.00
331.05ms,15.00,899.86,0.00,884.86,1,9.84,15.41,1.43,120.00,0.00,7.27,15.00,15.00
229.28ms,15.00,914.86,0.00,899.86,1,9.66,28.63,1.00,120.00,0.00,12.29,13.12,15.00
264.37ms,1.00,915.86,0.00,913.92,1,9.94,14.66,0.60,120.00,0.00,1.65,1.45,1.94
309.33ms,15.00,930.86,0.00,915.86,1,9.85,15.32,0.94,120.00,0.00,7.25,15.00,15.00
