time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
310.32ms,57.66,1061.97,17.88,986.44,1,33.78,99.54,1.09,50.79,0.00,37.05,49.55,57.66
303.45ms,1.00,1062.97,17.88,1036.44,1,33.44,50.59,0.46,120.00,0.00,8.51,1.08,8.66
413.47ms,53.44,1116.41,17.88,1045.09,1,33.50,50.65,7.66,120.00,2.71,28.86,53.44,53.44
397.86ms,53.44,1169.84,17.88,1095.09,1,33.35,52.63,8.05,120.00,4.17,48.78,48.88,56.88
325.39ms,1.00,1170.84,17.88,1145.09,1,33.59,52.73,3.47,120.00,0.00,7.50,1.48,7.88
476.68ms,54.38,1225.22,20.83,1150.02,1,33.59,50.27,4.14,39.87,3.92,25.83,53.95,54.38
434.97ms,48.75,1273.97,20.83,1200.02,1,33.59,51.64,4.08,53.87,1.75,38.42,49.39,53.12
313.53ms,1.00,1274.97,20.83,1250.02,1,33.61,51.58,4.47,120.00,0.00,3.75,1.03,4.12
415.29ms,53.44,1328.41,20.83,1254.14,1,33.35,52.23,4.76,120.00,1.29,23.93,53.44,53.44
369.33ms,49.69,1378.09,20.83,1304.14,1,33.59,51.37,3.23,120.00,2.00,40.50,49.39,53.12
303.18ms,1.00,1379.09,20.83,1354.14,1,33.43,51.12,3.71,120.00,0.00,3.75,1.03,4.12
448.68ms,53.44,1432.53,20.83,1358.48,0,33.35,52.06,3.44,120.00,1.54,24.09,53.23,53.23
418.48ms,49.69,1482.22,20.83,1408.47,1,33.59,51.37,3.23,120.00,1.71,40.50,49.19,52.92
317.84ms,1.00,1483.22,20.83,1458.60,1,33.46,51.46,3.49,120.00,0.00,3.77,1.42,3.79
480.20ms,53.44,1536.66,20.83,1462.50,0,33.70,52.08,3.56,120.00,1.40,23.56,53.33,53.33
434.02ms,49.69,1586.34,20.83,1512.54,1,33.66,51.18,2.80,120.00,1.71,40.04,49.25,52.97
319.44ms,1.00,1587.34,20.83,1562.67,1,33.43,51.35,3.38,120.00,0.00,3.52,1.44,3.85
468.63ms,53.44,1640.78,20.83,1566.54,0,33.61,52.02,3.56,120.00,1.41,23.74,53.41,53.41
414.82ms,49.69,1690.47,20.83,1616.63,1,33.72,51.26,3.21,120.00,1.69,40.02,49.29,53.01
320.49ms,1.00,1691.47,20.83,1666.52,1,33.53,51.29,3.55,120.00,0.00,3.77,1.03,4.12
449.81ms,53.44,1744.91,20.83,1670.64,1,33.38,51.67,3.66,120.00,1.51,24.11,53.44,53.44
380.28ms,49.69,1794.59,20.83,1720.64,1,33.59,51.09,3.25,120.00,1.99,40.37,48.97,53.12
325.18ms,1.00,1795.59,20.83,1770.64,1,33.43,51.12,3.71,120.00,0.00,3.82,1.03,4.12
400.31ms,53.44,1849.03,20.83,1774.77,1,33.39,52.01,3.92,120.00,1.51,24.23,53.44,53.44
372.18ms,49.69,1898.72,20.83,1824.77,1,33.59,51.37,3.23,120.00,2.00,40.50,49.39,53.12
318.90ms,1.00,1899.72,20.83,1874.77,1,33.43,51.12,3.71,120.00,0.00,3.82,1.03,4.12
408.27ms,53.44,1953.16,20.83,1878.89,1,33.35,52.03,3.67,120.00,1.72,23.93,53.44,53.44
368.08ms,49.69,2002.84,20.83,1928.99,1,33.66,51.19,3.24,120.00,1.70,40.45,49.30,53.03
317.05ms,1.00,2003.84,20.83,1978.89,1,33.43,51.12,3.71,120.00,0.00,3.75,1.03,4.12
407.76ms,53.44,2057.28,20.83,1983.02,1,33.33,51.96,3.71,120.00,1.41,24.00,53.44,53.44
392.09ms,49.69,2106.97,20.83,2033.02,1,33.59,51.37,3.23,120.00,2.01,40.42,49.39,53.12
316.39ms,1.00,2107.97,20.83,2083.02,1,33.43,51.12,3.71,120.00,0.00,3.82,1.03,4.12
417.56ms,53.44,2161.41,20.83,2087.14,1,33.35,52.03,3.76,120.00,1.51,24.23,53.44,53.44
367.93ms,49.69,2211.09,20.83,2137.14,1,33.59,51.37,3.23,120.00,2.00,40.50,49.39,53.12
314.49ms,1.00,2212.09,20.83,2187.14,1,33.43,51.12,3.71,120.00,0.00,3.82,1.03,4.12
402.65ms,53.44,2265.53,20.83,2191.27,1,33.38,51.88,3.55,120.00,1.51,24.23,53.44,53.44
363.07ms,49.69,2315.22,20.83,2241.27,1,33.59,51.37,3.23,120.00,2.00,40.50,49.39,53.12
310.64ms,1.00,2316.22,20.83,2291.58,1,33.82,51.40,3.67,120.00,0.00,3.52,1.43,3.81
449.97ms,53.44,2369.66,20.83,2295.39,1,33.46,51.90,3.71,120.00,1.49,23.80,53.44,53.44
377.40ms,49.69,2419.34,20.83,2345.39,1,33.59,51.37,3.23,120.00,1.98,39.87,49.39,53.12
309.42ms,1.00,2420.34,20.83,2395.39,1,33.43,51.12,3.71,120.00,0.00,3.82,1.03,4.12
417.69ms,53.44,2473.78,20.83,2399.52,1,33.52,51.62,3.68,120.00,1.89,24.23,53.44,53.44
376.27ms,49.69,2523.47,20.83,2449.52,1,33.59,51.37,3.23,120.00,1.98,40.46,49.39,53.12
