time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
3.03s,5.00,410.11,0.00,405.11,1,5.01,119.94,0.06,119.94
3.08s,5.01,415.12,0.00,410.11,1,5.00,119.94,0.00,119.94
2.45s,5.00,420.12,0.00,415.15,0,5.00,119.94,0.00,119.94
3.22s,5.00,425.12,0.00,420.13,0,5.01,119.94,0.00,119.94
3.02s,5.01,430.13,0.00,425.13,0,5.00,119.94,0.06,119.94
3.05s,5.00,435.13,0.00,430.13,0,5.02,119.94,0.06,119.94
2.61s,5.02,440.15,0.00,435.14,0,5.01,119.94,0.01,119.94
3.02s,5.01,445.16,0.00,440.15,1,5.03,119.94,0.05,119.94
3.30s,5.03,450.19,0.00,445.16,1,5.01,119.94,0.01,119.94
2.93s,5.01,455.19,0.00,450.19,1,5.03,119.94,0.04,119.94
2.48s,5.03,460.22,0.00,455.19,0,5.03,119.94,0.03,119.94
2.98s,5.03,465.25,0.00,460.22,1,5.03,119.94,0.02,119.94
2.95s,5.03,470.28,0.00,465.25,1,5.00,119.94,0.05,119.94
2.85s,5.00,475.28,0.00,470.28,1,5.03,119.94,0.02,119.94
2.81s,5.03,480.31,0.00,475.28,1,5.00,119.94,0.04,119.94
2.75s,5.00,485.31,0.00,480.31,1,5.00,119.94,0.04,119.94
2.60s,5.00,490.31,0.00,485.31,1,5.00,119.94,0.06,119.94
2.57s,5.00,495.31,0.00,490.31,1,5.00,119.94,0.03,119.94
2.58s,5.00,500.31,0.00,495.31,1,5.00,119.94,0.03,119.94
