time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
6.77s,34.29,2309.24,711.09,1588.15,0,17.68,21.48,0.05,9.95
7.64s,35.35,2344.60,726.45,1608.15,0,18.25,22.46,0.06,9.95
10.55s,22.46,2367.06,728.90,1628.15,0,18.77,22.50,0.04,9.98
9.73s,9.39,2376.44,728.90,1647.54,0,20.00,23.76,0.05,9.95
8.10s,40.01,2416.45,728.90,1667.54,0,20.02,27.54,0.06,9.95
8.26s,27.54,2443.99,738.91,1687.54,0,20.00,29.97,0.04,17.53
7.22s,29.97,2473.96,746.45,1707.54,0,20.01,24.99,5.01,17.53
13.46s,24.99,2498.95,756.42,1727.54,0,20.01,21.66,8.34,14.94
9.53s,20.01,2518.96,761.41,1747.54,0,16.25,20.00,0.00,9.96
10.53s,32.50,2551.46,761.42,1767.54,0,16.02,20.00,0.04,9.98
12.84s,16.02,2567.48,773.92,1787.54,0,20.00,20.00,0.06,9.99
9.52s,20.00,2587.48,773.92,1807.54,0,17.53,19.99,0.04,9.97
11.27s,19.99,2607.47,773.92,1827.54,0,18.01,29.96,0.05,9.96
7.39s,29.96,2637.43,779.89,1847.54,0,18.00,23.96,0.06,9.96
7.85s,23.96,2661.39,783.85,1867.54,0,18.53,21.96,0.03,9.99
7.65s,21.96,2683.35,783.85,1887.54,0,20.04,23.29,0.05,9.95
15.40s,20.04,2703.39,785.81,1907.54,0,20.02,20.02,3.95,9.98
11.46s,20.02,2723.41,785.85,1927.54,0,18.49,19.98,0.03,10.01
9.78s,19.98,2743.38,785.87,1947.54,0,19.98,19.98,0.04,9.97
9.25s,20.98,2764.36,785.87,1967.54,0,19.98,19.98,0.04,10.00
13.14s,19.98,2784.34,786.82,1987.54,0,20.01,20.01,0.01,9.97
