time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
19.69s,6.56,6.56,0.00,0.00,0,5.00,120.00,0.33,120.00,0.00,1.31,5.13,6.56
20.36s,3.69,10.25,0.00,6.56,1,5.00,120.00,0.50,120.00,0.00,0.25,3.69,3.69
28.69s,7.97,18.22,0.00,10.57,0,5.00,120.00,0.39,120.00,0.00,3.16,6.16,7.65
