time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
4.19s,120.00,120.00,0.00,0.00,0,5.04,120.00,0.06,120.00
4.77s,120.00,240.00,0.00,20.00,1,10.01,19.96,0.04,120.00
5.20s,5.00,245.00,0.00,40.00,2,13.38,19.99,20.04,120.00
15.57s,14.38,259.38,0.00,60.00,3,15.00,19.97,40.03,120.00
7.39s,16.00,275.38,0.00,80.00,4,16.02,26.64,40.02,120.00
6.19s,8.01,283.39,40.00,80.00,4,15.00,20.00,30.04,120.00
10.03s,16.00,299.39,145.50,100.00,3,13.38,19.99,33.34,120.00
6.99s,19.99,319.38,145.75,120.00,3,13.33,20.00,40.00,120.00
14.75s,13.33,332.72,145.75,140.00,2,15.00,19.97,37.66,120.00
5.06s,7.50,340.22,145.75,160.00,2,16.03,26.65,33.68,120.00
5.69s,32.05,372.27,145.75,160.06,3,15.03,20.00,30.06,120.00
10.50s,15.03,387.30,145.75,180.00,3,13.36,20.00,33.30,120.00
8.55s,14.36,401.66,145.75,200.00,2,13.32,19.98,34.41,120.00
11.98s,6.66,408.32,145.75,220.04,3,15.00,20.00,40.09,120.00
5.70s,7.50,415.82,145.75,240.00,3,16.02,26.64,40.04,120.00
6.86s,32.03,447.85,145.75,240.08,4,15.02,20.03,30.07,120.00
8.15s,16.02,463.87,147.22,260.04,3,13.35,19.97,33.34,120.00
10.10s,14.35,478.21,147.22,280.04,2,13.32,19.99,28.52,120.00
12.39s,26.64,504.86,147.22,300.06,3,15.02,19.99,40.03,120.00
12.51s,15.02,519.87,147.22,320.00,2,16.00,26.63,36.65,120.00
5.03s,32.01,551.88,147.22,320.12,3,15.00,20.00,30.04,120.00
7.54s,7.50,559.38,147.22,340.08,3,13.33,19.98,33.34,120.00
8.50s,13.33,572.71,147.22,360.08,3,13.32,20.00,39.98,120.00
20.16s,13.32,586.03,147.22,380.08,3,15.00,20.00,40.00,120.00
5.99s,16.00,602.03,147.22,400.02,4,15.98,26.60,39.97,120.00
4.66s,7.99,610.02,151.74,400.15,5,15.02,20.02,30.07,120.00
11.45s,15.02,625.04,159.24,420.11,3,13.32,19.99,33.35,120.00
12.69s,13.32,638.36,159.24,440.08,3,13.37,19.99,39.97,120.00
11.48s,6.68,645.04,159.24,460.12,2,15.00,20.03,30.69,120.00
5.10s,30.01,675.05,159.24,480.02,1,15.98,26.59,25.74,120.00
3.74s,26.59,701.64,159.24,480.18,2,15.02,20.02,29.01,120.00
7.79s,20.02,721.67,159.24,500.12,2,13.32,19.99,19.98,120.00
7.24s,6.66,728.33,159.24,520.12,2,13.34,19.96,35.67,120.00
17.77s,14.34,742.66,159.24,540.13,3,15.01,20.01,40.04,120.00
8.57s,16.01,758.67,159.24,560.04,3,15.98,26.62,39.99,120.00
7.95s,31.95,790.62,159.24,560.20,4,15.02,19.99,30.04,120.00
10.06s,16.02,806.64,161.46,580.13,3,13.31,19.98,33.30,120.00
7.79s,19.98,826.62,161.46,600.13,2,13.31,19.98,37.04,120.00
16.22s,14.31,840.93,161.46,620.19,3,15.00,20.02,40.10,120.00
9.70s,15.00,855.93,161.46,640.07,3,16.00,26.58,39.96,120.00
6.71s,17.00,872.92,161.46,640.22,4,14.98,20.02,30.05,120.00
8.88s,20.02,892.94,166.42,660.22,3,13.34,19.99,33.37,120.00
6.16s,6.67,899.61,167.24,680.22,3,13.38,20.00,40.00,120.00
16.11s,13.38,912.99,167.24,700.19,3,15.01,20.03,40.00,120.00
8.54s,15.01,928.00,167.24,720.07,3,16.00,26.58,39.94,120.00
4.89s,8.00,936.00,167.24,720.26,4,14.99,19.98,30.04,120.00
7.82s,29.97,965.97,172.68,740.22,3,13.32,19.97,33.33,120.00
9.46s,14.32,980.29,172.68,760.22,2,13.33,20.00,35.08,120.00
13.02s,14.33,994.62,172.68,780.19,2,15.01,20.00,23.11,120.00
4.61s,7.51,1002.12,172.68,800.07,2,15.96,26.58,33.16,120.00
4.55s,31.92,1034.05,172.68,800.27,3,14.96,19.99,30.04,120.00
9.59s,14.96,1049.01,172.68,820.22,3,13.33,19.97,33.33,120.00
9.84s,13.33,1062.34,172.68,840.22,2,13.32,19.99,29.21,120.00
20.98s,26.64,1088.98,172.68,860.22,3,14.99,20.01,40.00,120.00
8.46s,7.49,1096.47,172.68,880.10,2,15.98,26.60,36.17,120.00
4.98s,31.97,1128.44,172.68,880.29,3,14.99,19.97,30.06,120.00
7.97s,15.99,1144.43,172.68,900.25,3,13.32,19.97,33.32,120.00
