time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
3.40s,120.00,120.00,0.00,20.00,0,20.00,120.00,0.04,120.00
4.47s,120.00,240.00,0.00,40.00,1,20.00,40.00,0.04,120.00
4.28s,10.00,250.00,0.00,60.00,2,20.04,30.00,30.03,120.00
4.98s,10.02,260.02,0.00,80.00,3,20.00,26.64,53.38,120.00
6.84s,26.64,286.66,0.00,100.00,4,16.02,26.64,40.03,120.00
10.84s,32.03,318.69,1.00,120.00,4,16.02,26.66,40.01,120.00
15.24s,16.02,334.71,89.50,140.00,5,16.01,26.62,40.05,120.00
8.26s,26.62,361.33,100.02,160.00,4,16.00,26.66,40.03,120.00
7.65s,26.66,387.99,100.02,180.00,4,16.00,26.66,40.02,120.00
6.92s,8.00,395.99,106.64,200.00,4,16.02,26.64,40.02,120.00
9.70s,17.02,413.01,113.26,220.00,4,16.00,26.66,40.03,120.00
9.16s,16.00,429.01,113.26,240.00,4,16.04,26.65,40.04,120.00
5.08s,8.02,437.03,113.26,260.00,4,16.02,26.64,40.01,120.00
4.78s,8.01,445.03,113.26,280.00,4,16.00,26.66,40.01,120.00
4.40s,8.00,453.03,115.99,300.00,3,16.04,26.67,40.03,120.00
5.29s,16.04,469.07,115.99,320.00,3,16.02,26.64,40.02,120.00
7.11s,32.03,501.10,115.99,340.00,1,16.02,26.64,29.04,120.00
5.52s,32.05,533.15,115.99,360.00,1,16.00,26.66,17.06,120.00
12.78s,32.00,565.15,115.99,380.00,2,16.02,26.64,20.00,120.00
6.35s,8.01,573.16,115.99,400.00,2,16.02,26.63,25.12,120.00
6.26s,32.03,605.19,115.99,420.00,2,16.02,26.64,37.17,120.00
6.12s,8.01,613.20,115.99,440.00,3,16.04,26.67,40.03,120.00
8.11s,16.04,629.24,115.99,460.00,2,16.00,26.66,37.18,120.00
8.18s,26.66,655.90,115.99,480.00,3,16.00,26.66,40.03,120.00
7.98s,32.00,687.90,115.99,500.00,2,16.00,26.66,37.22,120.00
8.10s,16.00,703.90,115.99,520.00,2,16.02,26.64,33.25,120.00
11.08s,16.02,719.92,115.99,540.00,2,16.00,26.62,39.01,120.00
5.54s,8.00,727.92,115.99,560.00,3,16.00,26.66,40.03,120.00
4.88s,8.00,735.92,115.99,580.00,3,16.02,26.64,40.02,120.00
6.23s,17.02,752.94,115.99,600.00,3,16.02,26.64,40.02,120.00
7.02s,32.03,784.97,115.99,620.00,1,16.00,26.66,31.95,120.00
5.22s,17.00,801.97,115.99,640.00,1,16.02,26.66,19.93,120.00
7.27s,32.03,834.00,115.99,660.00,2,16.00,26.66,20.02,120.00
11.29s,16.00,850.00,115.99,680.00,2,16.00,26.66,29.01,120.00
