time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
7.86s,32.00,882.00,115.99,700.00,2,16.00,26.66,25.98,120.00
9.65s,32.00,914.00,115.99,720.00,2,16.00,26.66,38.01,120.00
7.11s,8.00,922.00,115.99,740.00,2,16.00,26.66,34.04,120.00
11.38s,16.00,938.00,115.99,760.00,3,16.02,26.64,40.01,120.00
6.53s,26.64,964.64,115.99,780.00,3,16.00,26.66,40.03,120.00
6.79s,26.66,991.30,115.99,800.00,3,16.03,26.66,40.04,120.00
9.00s,26.66,1017.96,115.99,820.00,3,16.02,26.64,40.01,120.00
7.52s,8.01,1025.97,115.99,840.00,3,16.02,26.64,40.02,120.00
7.18s,17.02,1042.98,115.99,860.00,3,16.00,26.66,40.01,120.00
5.03s,8.00,1050.98,115.99,880.00,3,16.01,26.64,40.00,120.00
4.93s,8.00,1058.99,115.99,900.00,4,16.00,26.66,40.04,120.00
6.19s,17.00,1075.99,115.99,920.00,3,16.00,26.66,40.04,120.00
7.83s,32.00,1107.99,115.99,940.00,2,16.00,26.66,35.03,120.00
5.14s,17.00,1124.99,115.99,960.00,1,16.02,26.64,23.01,120.00
6.36s,32.03,1157.02,115.99,980.00,2,16.00,26.66,20.02,120.00
9.29s,16.00,1173.02,115.99,1000.00,2,16.05,26.64,32.01,120.00
7.15s,32.09,1205.11,115.99,1020.00,2,16.00,26.66,29.00,120.00
7.28s,8.00,1213.11,115.99,1040.00,3,16.04,26.67,40.05,120.00
10.89s,32.08,1245.19,115.99,1060.00,2,16.02,26.64,37.03,120.00
8.03s,17.02,1262.20,115.99,1080.00,3,16.03,26.62,40.01,120.00
5.39s,8.02,1270.22,115.99,1100.00,2,16.02,26.62,37.14,120.00
8.45s,17.02,1287.24,115.99,1120.00,3,16.03,26.62,40.01,120.00
4.92s,8.02,1295.25,115.99,1140.00,3,16.02,26.64,40.02,120.00
7.92s,32.03,1327.29,115.99,1160.00,2,16.00,26.62,34.26,120.00
6.41s,17.00,1344.29,115.99,1180.00,1,16.02,26.64,31.25,120.00
6.13s,16.02,1360.30,115.99,1200.00,2,16.00,26.66,20.03,120.00
8.28s,32.00,1392.30,115.99,1220.00,2,16.00,26.66,31.34,120.00
5.82s,17.00,1409.30,115.99,1240.00,2,16.00,26.66,28.32,120.00
5.12s,17.00,1426.30,115.99,1260.00,2,16.00,26.66,24.32,120.00
8.34s,32.00,1458.30,115.99,1280.00,2,16.00,26.66,36.33,120.00
6.15s,26.66,1484.97,115.99,1300.00,2,16.00,26.66,33.34,120.00
8.66s,16.00,1500.97,115.99,1320.00,2,16.02,26.64,30.31,120.00
9.42s,17.02,1517.98,115.99,1340.00,3,16.00,26.64,40.01,120.00
8.08s,32.01,1549.99,115.99,1360.00,3,16.00,26.62,40.04,120.00
9.36s,32.01,1581.99,115.99,1380.00,3,16.00,26.66,40.01,120.00
9.69s,8.00,1589.99,115.99,1400.00,3,16.00,26.66,40.02,120.00
6.41s,8.00,1597.99,115.99,1420.00,3,16.00,26.66,40.03,120.00
5.06s,8.00,1605.99,115.99,1440.00,3,16.02,26.64,40.02,120.00
4.67s,8.01,1614.00,115.99,1460.00,4,16.02,26.64,40.02,120.00
6.55s,17.02,1631.02,115.99,1480.00,3,16.02,26.64,40.02,120.00
7.98s,32.03,1663.05,115.99,1500.00,1,16.02,26.65,30.04,120.00
5.17s,32.04,1695.09,115.99,1520.00,1,16.02,26.64,18.04,120.00
16.32s,17.02,1712.10,115.99,1540.00,2,16.02,26.64,20.00,120.00
13.94s,32.03,1744.14,115.99,1560.00,2,16.00,26.66,27.07,120.00
12.40s,26.66,1770.80,115.99,1580.00,2,16.00,26.66,39.04,120.00
18.55s,16.00,1786.80,115.99,1600.00,2,16.02,26.64,36.13,120.00
17.36s,16.02,1802.81,115.99,1620.00,3,16.00,26.62,40.04,120.00
9.30s,17.00,1819.82,115.99,1640.00,3,16.00,26.62,40.04,120.00
6.66s,26.62,1846.44,115.99,1660.00,3,16.00,26.66,40.02,120.00
6.02s,8.00,1854.44,115.99,1680.00,3,16.00,26.66,40.04,120.00
17.59s,32.00,1886.44,115.99,1700.00,3,16.03,26.66,40.05,120.00
12.74s,32.07,1918.50,115.99,1720.00,3,16.01,26.65,40.04,120.00
11.89s,32.02,1950.52,115.99,1740.00,2,16.00,26.66,38.45,120.00
11.71s,17.00,1967.52,115.99,1760.00,3,16.00,26.66,40.00,120.00
11.28s,32.00,1999.52,115.99,1780.00,3,16.02,26.66,40.01,120.00
7.33s,8.01,2007.53,115.99,1800.00,4,16.03,26.63,40.02,120.00
5.84s,8.02,2015.54,118.50,1820.00,4,16.02,26.64,40.02,120.00
5.46s,8.01,2023.55,127.52,1840.00,4,16.00,26.66,40.03,120.00
4.29s,8.00,2031.55,127.52,1860.00,4,16.02,26.64,40.02,120.00
4.54s,8.01,2039.56,127.52,1880.00,4,16.02,26.64,40.01,120.00
5.79s,16.02,2055.57,127.53,1900.00,2,16.02,26.64,36.02,120.00
4.57s,32.03,2087.60,127.53,1920.00,1,16.02,26.64,24.03,120.00
4.41s,26.64,2114.25,127.53,1940.00,1,16.00,26.66,12.04,120.00
6.42s,17.00,2131.25,127.53,1960.00,2,16.00,26.66,20.00,120.00
6.90s,26.66,2157.91,127.53,1980.00,2,16.00,26.66,20.12,120.00
7.40s,32.00,2189.91,127.53,2000.00,2,16.00,26.66,26.74,120.00
