time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
4.46s,6.00,6.00,0.00,6.00,0,6.00,119.94,0.05,119.95
3.48s,7.00,13.00,0.00,13.00,0,7.00,119.94,0.06,119.94
3.51s,8.00,21.00,0.00,21.00,0,8.00,119.95,0.06,119.94
2.55s,9.00,30.00,0.00,30.00,0,9.00,119.95,0.06,119.94
2.62s,10.00,40.00,0.00,40.00,0,10.00,119.95,0.06,119.94
2.33s,11.00,51.00,0.00,51.00,0,11.00,119.95,0.06,119.94
3.04s,12.00,63.00,0.00,63.00,0,12.00,119.95,0.06,119.94
3.02s,13.00,76.00,0.00,76.00,0,13.00,119.95,0.06,119.94
3.29s,13.00,89.00,0.00,89.00,0,13.00,119.95,0.06,119.94
2.83s,13.00,102.00,0.00,102.00,0,13.00,119.95,0.06,119.94
2.49s,13.00,115.00,0.00,115.00,0,13.00,119.95,0.06,119.94
2.87s,13.00,128.00,0.00,128.00,0,13.00,119.95,0.06,119.94
3.07s,13.00,141.00,0.00,141.00,0,13.00,119.95,0.06,119.94
3.09s,13.00,154.00,0.00,154.00,0,13.00,119.95,0.06,119.94
3.00s,14.00,168.00,0.00,168.00,0,14.00,119.95,0.06,119.94
3.37s,14.00,182.00,0.00,182.00,0,14.00,119.95,0.06,119.94
3.34s,14.00,196.00,0.00,196.00,0,14.00,119.95,0.06,119.94
2.87s,14.00,210.00,0.00,210.00,0,14.00,119.95,0.06,119.94
2.96s,14.00,224.00,0.00,224.00,0,14.00,119.95,0.06,119.94
3.19s,14.00,238.00,0.00,238.00,0,14.00,119.95,0.06,119.94
3.12s,14.00,252.00,0.00,252.00,0,14.00,119.95,0.06,119.94
3.51s,14.00,266.00,0.00,266.00,0,14.00,119.95,0.06,119.94
3.23s,15.00,281.00,0.00,281.00,0,15.00,119.95,0.06,119.94
2.60s,16.00,297.00,0.00,297.00,0,16.00,119.95,0.06,119.94
2.52s,17.00,314.00,0.00,314.00,0,17.00,119.95,0.06,119.94
2.23s,18.00,332.00,0.00,332.00,0,18.00,119.95,0.06,119.94
2.43s,18.00,350.00,0.00,350.00,0,18.00,119.95,0.06,119.94
2.30s,18.00,368.00,0.00,368.00,0,18.00,119.95,0.06,119.94
2.45s,18.00,386.00,0.00,386.00,0,18.00,119.95,0.06,119.94
2.21s,18.00,404.00,0.00,404.00,0,18.00,119.95,0.06,119.94
2.21s,18.00,422.00,0.00,422.00,0,18.00,119.95,0.06,119.94
2.19s,18.00,440.00,0.00,440.00,0,18.00,119.95,0.06,119.94
2.24s,18.00,458.00,0.00,458.00,0,18.00,119.95,0.06,119.94
2.41s,18.00,476.00,0.00,476.00,0,18.00,119.95,0.06,119.94
2.21s,18.00,494.00,0.00,494.00,0,18.00,119.95,0.06,119.94
2.83s,18.00,512.00,0.00,512.00,0,18.00,119.95,0.06,119.94
3.53s,18.00,530.00,0.00,530.00,0,18.00,119.95,0.06,119.94
3.38s,18.00,548.00,0.00,548.00,0,18.00,119.95,0.06,119.94
2.99s,18.00,566.00,0.00,566.00,0,18.00,119.95,0.06,119.94
2.85s,18.00,584.00,0.00,584.00,0,18.00,119.95,0.06,119.94
2.95s,18.00,602.00,0.00,602.00,0,18.00,119.95,0.06,119.94
2.39s,18.00,620.00,0.00,620.00,0,18.00,119.95,0.06,119.94
2.38s,18.00,638.00,0.00,638.00,0,18.00,119.95,0.06,119.94
2.41s,18.00,656.00,0.00,656.00,0,18.00,119.95,0.06,119.94
2.46s,18.00,674.00,0.00,674.00,0,18.00,119.95,0.06,119.94
2.36s,18.00,692.00,0.00,692.00,0,18.00,119.95,0.06,119.94
2.44s,18.00,710.00,0.00,710.00,0,18.00,119.95,0.06,119.94
2.39s,18.00,728.00,0.00,728.00,0,18.00,119.95,0.06,119.94
2.20s,18.00,746.00,0.00,746.00,0,18.00,119.95,0.06,119.94
2.45s,18.00,764.00,0.00,764.00,0,18.00,119.95,0.06,119.94
2.40s,18.00,782.00,0.00,782.00,0,18.00,119.95,0.06,119.94
2.41s,18.00,800.00,0.00,800.00,0,18.00,119.95,0.06,119.94
2.28s,18.00,818.00,0.00,818.00,0,18.00,119.95,0.06,119.94
2.41s,18.00,836.00,0.00,836.00,0,18.00,119.95,0.06,119.94
2.44s,18.00,854.00,0.00,854.00,0,18.00,119.95,0.06,119.94
2.47s,18.00,872.00,0.00,872.00,0,18.00,119.95,0.06,119.94
2.34s,18.00,890.00,0.00,890.00,0,18.00,119.95,0.06,119.94
2.42s,18.00,908.00,0.00,908.00,0,18.00,119.95,0.06,119.94
2.43s,18.00,926.00,0.00,926.00,0,18.00,119.95,0.06,119.94
2.48s,18.00,944.00,0.00,944.00,0,18.00,119.95,0.06,119.94
2.69s,18.00,962.00,0.00,962.00,0,18.00,119.95,0.06,119.94
2.78s,18.00,980.00,0.00,980.00,0,18.00,119.95,0.06,119.94
2.68s,18.00,998.00,0.00,998.00,0,18.00,119.95,0.06,119.94
2.74s,18.00,1016.00,0.00,1016.00,0,18.00,119.95,0.06,119.94
3.23s,18.00,1034.00,0.00,1034.00,0,18.00,119.95,0.06,119.94
3.33s,18.00,1052.00,0.00,1052.00,0,18.00,119.95,0.06,119.94
3.20s,18.00,1070.00,0.00,1070.00,0,18.00,119.95,0.06,119.94
3.19s,18.00,1088.00,0.00,1088.00,0,18.00,119.95,0.06,119.94
3.23s,18.00,1106.00,0.00,1106.00,0,18.00,119.95,0.06,119.94
3.18s,18.00,1124.00,0.00,1124.00,0,18.00,119.95,0.06,119.94
2.90s,18.00,1142.00,0.00,1142.00,0,18.00,119.95,0.06,119.94
2.84s,18.00,1160.00,0.00,1160.00,0,18.00,119.95,0.06,119.94
2.75s,18.00,1178.00,0.00,1178.00,0,18.00,119.95,0.06,119.94
2.76s,18.00,1196.00,0.00,1196.00,0,18.00,119.95,0.06,119.94
2.76s,18.00,1214.00,0.00,1214.00,0,18.00,119.95,0.06,119.94
2.38s,18.00,1232.00,0.00,1232.00,0,18.00,119.95,0.06,119.94
2.51s,18.00,1250.00,0.00,1250.00,0,18.00,119.95,0.06,119.94
2.49s,18.00,1268.00,0.00,1268.00,0,18.00,119.95,0.06,119.94
2.17s,18.00,1286.00,0.00,1286.00,0,18.00,119.95,0.06,119.94
2.49s,18.00,1304.00,0.00,1304.00,0,18.00,119.95,0.06,119.94
2.56s,18.00,1322.00,0.00,1322.00,0,18.00,119.95,0.06,119.94
