time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
2.52s,18.00,1340.00,0.00,1340.00,0,18.00,119.95,0.06,119.94
2.39s,18.00,1358.00,0.00,1358.00,0,18.00,119.95,0.06,119.94
2.56s,18.00,1376.00,0.00,1376.00,0,18.00,119.95,0.06,119.94
2.45s,18.00,1394.00,0.00,1394.00,0,18.00,119.95,0.06,119.94
2.27s,18.00,1412.00,0.00,1412.00,0,18.00,119.95,0.06,119.94
2.42s,18.00,1430.00,0.00,1430.00,0,18.00,119.95,0.06,119.94
2.43s,18.00,1448.00,0.00,1448.00,0,18.00,119.95,0.06,119.94
2.37s,18.00,1466.00,0.00,1466.00,0,18.00,119.95,0.06,119.94
2.57s,18.00,1484.00,0.00,1484.00,0,18.00,119.95,0.06,119.94
2.42s,18.00,1502.00,0.00,1502.00,0,18.00,119.95,0.06,119.94
2.51s,18.00,1520.00,0.00,1520.00,0,18.00,119.95,0.06,119.94
2.38s,18.00,1538.00,0.00,1538.00,0,18.00,119.95,0.06,119.94
2.34s,18.00,1556.00,0.00,1556.00,0,18.00,119.95,0.06,119.94
2.33s,18.00,1574.00,0.00,1574.00,0,18.00,119.95,0.06,119.94
2.43s,18.00,1592.00,0.00,1592.00,0,18.00,119.95,0.06,119.94
2.49s,18.00,1610.00,0.00,1610.00,0,18.00,119.95,0.06,119.94
3.97s,18.00,1628.00,0.00,1628.00,0,18.00,119.95,0.06,119.94
4.02s,18.00,1646.00,0.00,1646.00,0,18.00,119.95,0.06,119.94
3.85s,18.00,1664.00,0.00,1664.00,0,18.00,119.95,0.06,119.94
