time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
81.46s,1.00,600.44,0.00,596.53,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.04s,22.91,623.35,0.00,600.44,1,11.00,21.92,2.95,120.00,0.97,15.81,20.98,22.91
81.18s,1.00,624.35,0.00,620.44,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
64.58s,22.91,647.26,0.00,624.35,1,11.00,21.92,2.95,120.00,0.97,15.81,20.98,22.91
81.94s,1.00,648.26,0.00,644.35,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
66.00s,22.91,671.17,0.00,648.26,1,11.02,21.91,2.91,120.00,0.97,15.81,20.98,22.91
82.58s,1.00,672.17,0.00,668.26,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.54s,22.91,695.08,0.00,672.17,1,10.99,21.90,2.94,120.00,0.97,15.81,20.98,22.91
82.64s,1.00,696.08,0.00,692.17,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
66.26s,22.91,718.99,0.00,696.08,1,11.02,21.93,2.91,120.00,0.97,15.81,20.98,22.91
82.59s,1.00,719.99,0.00,716.08,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.29s,22.91,742.90,0.00,719.99,1,10.99,21.90,2.91,120.00,0.98,15.83,20.98,22.91
81.97s,1.00,743.90,0.00,739.99,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.87s,22.91,766.81,0.00,743.90,1,11.00,21.92,2.95,120.00,0.97,15.81,20.98,22.91
82.28s,1.00,767.81,0.00,763.90,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.54s,22.91,790.72,0.00,767.81,1,11.01,21.91,2.91,120.00,0.97,15.81,20.98,22.91
81.64s,1.00,791.72,0.00,787.81,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.15s,22.91,814.63,0.00,791.72,1,10.99,21.90,2.91,120.00,0.97,15.81,20.98,22.91
82.89s,1.00,815.63,0.00,811.72,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
66.04s,22.91,838.54,0.00,815.63,1,10.99,21.90,2.91,120.00,0.97,15.81,20.98,22.91
81.75s,1.00,839.54,0.00,835.63,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
64.59s,22.91,862.46,0.00,839.54,1,11.01,21.91,2.91,120.00,0.97,15.81,20.98,22.91
82.69s,1.00,863.46,0.00,859.54,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.01s,22.91,886.37,0.00,863.46,1,11.02,21.93,2.91,120.00,0.97,15.81,20.98,22.91
81.95s,1.00,887.37,0.00,883.46,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.83s,22.91,910.28,0.00,887.37,1,11.02,21.91,2.91,120.00,0.97,15.81,20.98,22.91
81.97s,1.00,911.28,0.00,907.37,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
66.78s,22.91,934.19,0.00,911.28,1,11.01,21.91,2.91,120.00,0.97,15.81,20.98,22.91
82.77s,1.00,935.19,0.00,931.28,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
66.15s,22.91,958.10,0.00,935.19,1,11.02,21.93,2.91,120.00,0.98,15.83,20.98,22.91
82.08s,1.00,959.10,0.00,955.19,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.97s,22.91,982.01,0.00,959.10,1,10.99,21.90,2.94,120.00,0.97,15.81,20.98,22.91
82.99s,1.00,983.01,0.00,979.10,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
66.40s,22.91,1005.92,0.00,983.01,1,11.00,21.92,2.91,120.00,0.97,15.81,20.98,22.91
83.03s,1.00,1006.92,0.00,1003.01,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
66.81s,22.91,1029.83,0.00,1006.92,1,11.02,21.93,2.91,120.00,0.97,15.81,20.98,22.91
83.32s,1.00,1030.83,0.00,1026.92,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
66.09s,22.91,1053.74,0.00,1030.83,1,11.00,21.93,2.91,120.00,0.98,15.82,20.98,22.91
83.54s,1.00,1054.74,0.00,1050.83,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
66.53s,22.91,1077.65,0.00,1054.74,1,11.02,21.93,2.91,120.00,0.98,15.83,20.98,22.91
