time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
27.68s,6.97,6.97,0.00,0.00,0,5.00,120.00,0.06,120.00,0.00,1.94,5.01,6.97
60.75s,6.97,13.95,0.00,6.97,1,5.00,120.00,0.06,120.00,0.00,3.92,5.01,6.97
63.77s,1.08,15.02,0.00,13.95,0,5.00,120.00,0.06,120.00,0.00,0.00,0.10,1.07
38.61s,8.96,23.99,0.00,15.03,0,5.00,120.00,0.06,120.00,0.00,3.99,7.00,8.96
62.45s,1.01,25.00,0.00,24.01,0,5.00,120.00,0.06,120.00,0.00,0.94,0.06,0.99
41.20s,9.96,34.96,0.00,25.00,0,5.01,120.00,0.06,120.00,0.00,5.92,8.99,9.96
63.13s,1.00,35.96,0.00,34.96,1,5.02,120.00,0.06,120.00,0.00,0.96,1.00,1.00
27.78s,10.96,46.92,0.00,35.96,1,5.01,120.00,0.06,120.00,0.00,6.91,9.03,10.96
72.49s,1.00,47.92,0.00,46.92,1,5.52,120.00,0.06,120.00,0.00,0.97,1.00,1.00
31.40s,11.95,59.87,0.00,47.92,1,5.48,120.00,0.06,120.00,0.00,7.42,9.99,11.95
79.32s,1.00,60.87,0.00,59.87,1,5.98,120.00,0.04,120.00,0.00,0.97,1.00,1.00
31.45s,12.95,73.82,0.00,60.87,1,5.99,120.00,0.06,120.00,0.00,7.97,10.97,12.95
79.01s,1.00,74.82,0.00,73.82,1,6.48,120.00,0.04,120.00,0.00,0.97,1.00,1.00
32.16s,13.95,88.77,0.00,74.82,1,6.48,120.00,0.06,120.00,0.00,8.45,11.98,13.95
79.77s,1.00,89.77,0.00,88.77,1,6.97,120.00,0.05,120.00,0.00,0.97,1.00,1.00
32.06s,14.94,104.71,0.00,89.77,1,7.00,120.00,0.06,120.00,0.00,8.96,12.96,14.94
81.16s,1.00,105.71,0.00,104.71,1,7.53,120.00,0.06,120.00,0.00,1.00,1.00,1.00
27.27s,15.94,121.65,0.00,105.71,1,7.48,120.00,0.06,120.00,0.00,9.45,13.95,15.94
80.25s,1.00,122.65,0.00,121.65,1,8.03,120.00,0.06,120.00,0.00,0.95,1.00,1.00
31.85s,16.93,139.58,0.00,122.65,1,7.99,120.00,0.06,120.00,0.00,9.93,14.95,16.93
81.16s,1.00,140.58,0.00,139.58,1,8.48,120.00,0.06,120.00,0.00,1.00,1.00,1.00
32.34s,17.93,158.51,0.00,140.58,1,8.50,120.00,0.06,120.00,0.00,10.41,15.97,17.93
77.08s,1.00,159.51,0.00,158.51,1,9.00,120.00,0.06,120.00,0.00,0.97,1.00,1.00
32.68s,18.93,178.44,0.00,159.51,1,8.99,120.00,0.06,120.00,0.00,10.96,16.96,18.93
82.15s,1.00,179.44,0.00,178.44,1,9.50,120.00,0.06,120.00,0.00,0.97,1.00,1.00
34.06s,19.92,199.36,0.00,179.44,1,9.50,120.00,0.06,120.00,0.00,11.46,17.94,19.92
86.85s,1.00,200.36,0.00,199.36,1,10.00,120.00,0.06,120.00,0.00,0.95,1.00,1.00
34.43s,20.92,221.28,0.00,200.36,1,9.99,120.00,0.06,120.00,0.00,11.93,18.96,20.92
84.47s,1.00,222.28,0.00,220.36,1,10.26,19.98,0.02,120.00,0.00,1.86,1.02,1.92
62.01s,21.45,243.72,0.00,222.28,1,10.25,20.45,0.93,120.00,0.96,13.12,19.48,21.45
84.06s,1.00,244.72,0.00,242.28,1,10.49,19.96,0.92,120.00,0.00,2.40,1.03,2.45
67.21s,21.91,266.63,0.00,244.72,1,10.50,20.95,1.46,120.00,0.98,13.85,19.99,21.91
88.03s,1.00,267.63,0.00,264.72,1,10.65,19.99,1.48,120.00,0.00,2.90,1.23,2.91
65.84s,22.21,289.84,0.00,267.63,1,10.61,21.18,1.91,120.00,1.03,14.48,20.25,22.21
82.07s,1.00,290.84,0.00,287.63,1,10.74,19.99,1.92,120.00,0.00,3.21,1.50,3.21
65.67s,22.44,313.28,0.00,290.84,1,10.73,21.45,2.25,120.00,1.01,14.88,20.47,22.44
82.20s,1.00,314.28,0.00,310.84,1,10.83,19.97,2.21,120.00,0.00,3.39,1.61,3.44
65.63s,22.56,336.84,0.00,314.28,1,10.82,21.60,2.45,120.00,0.98,15.19,20.62,22.56
82.05s,1.00,337.84,0.00,334.28,1,10.90,19.97,2.47,120.00,0.00,3.51,1.72,3.56
65.16s,22.68,360.52,0.00,337.87,0,10.89,21.69,2.56,120.00,1.00,15.35,20.71,22.65
85.64s,1.00,361.52,0.00,357.87,1,10.90,20.01,2.56,120.00,0.00,3.61,1.76,3.64
73.08s,22.79,384.31,0.00,361.53,0,10.90,21.79,2.64,120.00,1.00,15.51,20.82,22.78
99.95s,1.00,385.31,0.00,381.56,1,10.93,20.04,2.64,120.00,0.00,3.72,1.88,3.75
78.23s,22.85,408.16,0.00,385.32,0,10.92,21.85,2.75,120.00,1.01,15.64,20.88,22.85
100.83s,1.00,409.16,0.00,405.35,1,10.96,20.01,2.76,120.00,0.00,3.81,1.90,3.81
78.75s,22.91,432.07,0.00,409.17,0,11.00,21.91,2.81,120.00,1.02,15.71,20.94,22.91
101.09s,1.00,433.07,0.00,429.16,1,10.97,19.98,2.87,120.00,0.00,3.86,1.95,3.91
76.87s,22.91,455.98,0.00,433.07,0,10.97,21.87,2.93,120.00,1.03,15.86,20.94,22.91
85.70s,1.00,456.98,0.00,453.07,1,11.00,19.95,2.96,120.00,0.00,3.86,2.01,3.91
64.79s,22.91,479.89,0.00,456.98,1,11.02,21.95,2.91,120.00,0.97,15.81,20.98,22.91
80.80s,1.00,480.89,0.00,476.98,1,10.99,19.98,2.93,120.00,0.00,3.86,2.01,3.91
64.68s,22.91,503.80,0.00,480.89,1,11.00,21.93,2.91,120.00,0.97,15.81,20.98,22.91
81.49s,1.00,504.80,0.00,500.92,1,10.99,19.98,2.93,120.00,0.00,3.85,1.94,3.88
65.54s,22.91,527.71,0.00,504.80,1,11.02,21.96,2.88,120.00,0.97,15.76,20.98,22.91
82.43s,1.00,528.71,0.00,524.80,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.48s,22.91,551.62,0.00,528.71,1,11.00,21.92,2.91,120.00,0.97,15.81,20.98,22.91
81.88s,1.00,552.62,0.00,548.71,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.58s,22.91,575.53,0.00,552.62,1,11.02,21.93,2.91,120.00,0.97,15.81,20.98,22.91
82.09s,1.00,576.53,0.00,572.62,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
65.15s,22.91,599.44,0.00,576.53,1,11.00,21.93,2.91,120.00,0.98,15.82,20.98,22.91
