time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
30.16s,22.91,623.45,0.00,600.56,0,10.99,21.90,2.91,120.00,0.98,15.84,20.97,22.89
26.68s,1.00,624.45,0.00,620.55,1,10.98,19.98,2.93,120.00,0.00,3.85,1.95,3.90
27.08s,22.91,647.36,0.00,624.46,0,10.98,21.91,2.90,120.00,0.97,15.81,20.98,22.90
24.37s,1.00,648.36,0.00,644.46,1,11.02,19.97,2.94,120.00,0.00,3.86,1.95,3.90
25.62s,22.91,671.27,0.00,648.36,1,10.99,21.91,2.93,120.00,0.97,15.80,20.98,22.91
24.20s,1.00,672.27,0.00,668.36,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
33.24s,22.91,695.18,0.00,672.27,1,11.01,21.94,2.95,120.00,0.97,15.81,20.98,22.91
24.95s,1.00,696.18,0.00,692.27,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
27.92s,22.91,719.09,0.00,696.18,1,11.01,21.91,2.91,120.00,0.97,15.81,20.98,22.91
24.32s,1.00,720.09,0.00,716.18,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
34.34s,22.91,743.00,0.00,720.09,1,10.99,21.90,2.94,120.00,0.97,15.81,20.98,22.91
24.22s,1.00,744.00,0.00,740.09,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
26.78s,22.91,766.91,0.00,744.00,1,10.99,21.90,2.91,120.00,0.97,15.81,20.98,22.91
23.66s,1.00,767.91,0.00,764.00,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
31.31s,22.91,790.82,0.00,767.91,1,11.01,21.91,2.91,120.00,0.97,15.81,20.98,22.91
25.79s,1.00,791.82,0.00,787.91,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
37.61s,22.91,814.73,0.00,791.82,1,10.99,21.90,2.94,120.00,0.97,15.81,20.98,22.91
24.26s,1.00,815.73,0.00,811.82,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
28.92s,22.91,838.64,0.00,815.73,1,11.02,21.91,2.91,120.00,0.97,15.81,20.98,22.91
24.45s,1.00,839.64,0.00,835.73,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
26.06s,22.91,862.55,0.00,839.64,1,10.99,21.90,2.91,120.00,0.98,15.83,20.98,22.91
24.42s,1.00,863.55,0.00,859.64,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
34.90s,22.91,886.46,0.00,863.55,1,11.00,21.93,2.91,120.00,0.98,15.83,20.98,22.91
24.26s,1.00,887.46,0.00,883.55,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
27.56s,22.91,910.38,0.00,887.46,1,11.00,21.92,2.91,120.00,0.97,15.81,20.98,22.91
26.62s,1.00,911.38,0.00,907.46,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
30.48s,22.91,934.29,0.00,911.39,0,11.00,21.92,2.91,120.00,0.98,15.84,20.97,22.89
25.49s,1.00,935.29,0.00,931.38,1,10.98,19.98,2.93,120.00,0.00,3.85,1.95,3.90
36.50s,22.91,958.20,0.00,935.29,0,10.98,21.91,2.90,120.00,0.97,15.81,20.98,22.90
23.61s,1.00,959.20,0.00,955.29,1,11.02,19.97,2.94,120.00,0.00,3.86,1.95,3.90
26.87s,22.91,982.11,0.00,959.20,1,11.01,21.92,2.92,120.00,0.98,15.83,20.98,22.91
24.38s,1.00,983.11,0.00,979.20,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
26.60s,22.91,1006.02,0.00,983.11,1,11.02,21.92,2.96,120.00,0.97,15.81,20.98,22.91
24.88s,1.00,1007.02,0.00,1003.11,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
35.35s,22.91,1029.93,0.00,1007.02,1,11.01,21.91,2.91,120.00,0.97,15.81,20.98,22.91
24.82s,1.00,1030.93,0.00,1027.02,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
35.64s,22.91,1053.84,0.00,1030.93,1,11.01,21.94,2.95,120.00,0.97,15.81,20.98,22.91
24.35s,1.00,1054.84,0.00,1050.93,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
37.68s,22.91,1077.75,0.00,1054.85,0,11.00,21.92,2.91,120.00,0.98,15.84,20.97,22.89
