time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
17.95s,22.91,766.69,0.00,743.78,1,11.00,21.93,2.91,120.00,0.98,15.82,20.98,22.91
10.86s,1.00,767.69,0.00,763.78,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
19.70s,22.91,790.60,0.00,767.69,1,10.98,21.94,2.96,120.00,0.97,15.81,20.98,22.91
11.73s,1.00,791.60,0.00,787.69,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
17.13s,22.91,814.51,0.00,791.60,1,11.00,21.93,2.91,120.00,0.98,15.82,20.98,22.91
12.86s,1.00,815.51,0.00,811.60,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
18.09s,22.91,838.42,0.00,815.53,0,11.00,21.92,2.91,120.00,0.98,15.84,20.97,22.89
12.99s,1.00,839.42,0.00,835.52,1,10.98,19.98,2.93,120.00,0.00,3.85,1.95,3.90
19.52s,22.91,862.33,0.00,839.42,1,11.00,21.92,2.90,120.00,0.97,15.81,20.98,22.91
12.41s,1.00,863.33,0.00,859.42,1,10.99,19.98,2.94,120.00,0.00,3.86,1.96,3.91
20.58s,22.91,886.24,0.00,863.34,0,11.00,21.92,2.91,120.00,0.98,15.84,20.98,22.90
13.26s,1.00,887.24,0.00,883.34,1,10.98,19.98,2.93,120.00,0.00,3.86,1.95,3.90
19.13s,22.91,910.15,0.00,887.24,1,11.01,21.94,2.91,120.00,0.97,15.81,20.98,22.91
12.47s,1.00,911.15,0.00,907.24,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
19.68s,22.91,934.06,0.00,911.15,1,11.00,21.93,2.91,120.00,0.98,15.84,20.98,22.91
11.88s,1.00,935.06,0.00,931.15,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
18.96s,22.91,957.97,0.00,935.06,1,11.00,21.93,2.91,120.00,0.98,15.82,20.98,22.91
12.70s,1.00,958.97,0.00,955.06,1,10.99,19.98,2.93,120.00,0.00,3.86,1.96,3.91
18.45s,22.91,981.88,0.00,958.99,0,11.00,21.92,2.91,120.00,0.98,15.84,20.97,22.89
13.32s,1.00,982.88,0.00,978.98,1,10.98,19.98,2.93,120.00,0.00,3.85,1.95,3.90
20.18s,22.91,1005.79,0.00,982.89,0,10.98,21.91,2.90,120.00,0.97,15.81,20.98,22.90
14.15s,1.00,1006.79,0.00,1002.89,1,11.02,19.97,2.94,120.00,0.00,3.86,1.95,3.90
27.26s,22.91,1029.70,0.00,1006.80,0,11.00,21.93,2.90,120.00,0.98,15.83,20.98,22.91
15.89s,1.00,1030.70,0.00,1026.80,1,11.02,19.97,2.94,120.00,0.00,3.86,1.95,3.91
22.95s,22.91,1053.61,0.00,1030.71,0,10.98,21.91,2.91,120.00,0.98,15.83,20.98,22.91
12.50s,1.00,1054.61,0.00,1050.71,1,11.02,19.97,2.94,120.00,0.00,3.86,2.01,3.91
26.98s,22.91,1077.52,0.00,1054.61,1,11.01,21.94,2.91,120.00,0.98,15.82,20.98,22.91
