time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b,min_q,max_q,min_if,max_if
10.94s,1.00,864.05,0.00,860.08,1,11.01,19.96,3.01,120.00,0.00,3.94,1.98,3.97
19.58s,22.97,887.02,0.00,864.05,1,11.03,21.96,2.97,120.00,1.03,15.92,20.99,22.97
11.36s,1.00,888.02,0.00,884.05,1,11.01,19.96,3.01,120.00,0.00,3.94,1.98,3.97
19.42s,22.97,910.99,0.00,888.02,1,11.03,21.95,2.97,120.00,1.04,15.93,20.99,22.97
11.81s,1.00,911.99,0.00,908.02,1,11.01,19.96,3.01,120.00,0.00,3.94,1.98,3.97
18.77s,22.97,934.96,0.00,911.99,1,11.00,21.95,2.98,120.00,1.04,15.93,20.99,22.97
11.86s,1.00,935.96,0.00,931.99,1,11.01,19.96,3.01,120.00,0.00,3.94,1.98,3.97
19.80s,22.97,958.93,0.00,935.96,1,11.03,21.95,2.97,120.00,1.03,15.92,20.99,22.97
11.46s,1.00,959.93,0.00,955.96,1,11.01,19.96,3.01,120.00,0.00,3.94,1.98,3.97
17.58s,22.97,982.90,0.00,959.94,0,11.03,21.95,2.97,120.00,1.03,15.92,20.98,22.96
12.42s,1.00,983.90,0.00,979.94,1,11.00,19.99,2.98,120.00,0.00,3.94,2.04,3.96
19.55s,22.97,1006.86,0.00,983.90,0,11.03,21.96,2.96,120.00,0.98,15.92,20.99,22.96
12.33s,1.00,1007.86,0.00,1003.91,1,11.00,20.00,2.97,120.00,0.00,3.94,1.98,3.96
20.13s,22.97,1030.83,0.00,1007.87,0,11.02,21.96,2.96,120.00,1.03,15.91,20.99,22.97
12.45s,1.00,1031.83,0.00,1027.90,1,11.00,20.00,2.97,120.00,0.00,3.93,2.03,3.93
19.49s,22.97,1054.80,0.00,1031.83,0,11.03,21.99,2.93,120.00,0.97,15.90,21.04,22.97
12.28s,1.00,1055.80,0.00,1051.84,1,11.03,19.99,2.98,120.00,0.00,3.94,1.98,3.96
18.92s,22.97,1078.77,0.00,1055.80,1,11.00,21.95,2.96,120.00,1.04,15.93,20.99,22.97
