time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
10.42s,6.00,6.00,0.00,6.00,0,6.00,119.94,0.05,119.95
12.55s,7.00,13.00,0.00,13.00,0,7.00,119.94,0.06,119.94
7.80s,8.00,21.00,0.00,21.00,0,8.00,119.95,0.06,119.94
5.61s,9.00,30.00,0.00,30.00,0,9.00,119.95,0.06,119.94
6.35s,10.00,40.00,0.00,40.00,0,10.00,119.95,0.06,119.94
6.01s,11.00,51.00,0.00,51.00,0,11.00,119.95,0.06,119.94
6.72s,12.00,63.00,0.00,63.00,0,12.00,119.95,0.06,119.94
7.13s,13.00,76.00,0.00,76.00,0,13.00,119.95,0.06,119.94
7.52s,13.00,89.00,0.00,89.00,0,13.00,119.95,0.06,119.94
7.34s,13.00,102.00,0.00,102.00,0,13.00,119.95,0.06,119.94
6.21s,14.00,116.00,0.00,116.00,0,14.00,119.95,0.06,119.94
6.83s,14.00,130.00,0.00,130.00,0,14.00,119.95,0.06,119.94
6.75s,14.00,144.00,0.00,144.00,0,14.00,119.95,0.06,119.94
6.91s,14.00,158.00,0.00,158.00,0,14.00,119.95,0.06,119.94
6.80s,14.00,172.00,0.00,172.00,0,14.00,119.95,0.06,119.94
6.92s,15.00,187.00,0.00,187.00,0,15.00,119.95,0.06,119.94
6.90s,16.00,203.00,0.00,203.00,0,16.00,119.95,0.06,119.94
6.62s,17.00,220.00,0.00,220.00,0,17.00,119.95,0.06,119.94
5.56s,18.00,238.00,0.00,238.00,0,18.00,119.95,0.06,119.94
6.59s,18.00,256.00,0.00,256.00,0,18.00,119.95,0.06,119.94
6.79s,18.00,274.00,0.00,274.00,0,18.00,119.95,0.06,119.94
6.51s,18.00,292.00,0.00,292.00,0,18.00,119.95,0.06,119.94
7.79s,18.00,310.00,0.00,310.00,0,18.00,119.95,0.06,119.94
6.49s,18.00,328.00,0.00,328.00,0,18.00,119.95,0.06,119.94
8.45s,18.00,346.00,0.00,346.00,0,18.00,119.95,0.06,119.94
10.51s,18.00,364.00,0.00,364.00,0,18.00,119.95,0.06,119.94
9.46s,18.00,382.00,0.00,382.00,0,18.00,119.95,0.06,119.94
7.76s,18.00,400.00,0.00,400.00,0,18.00,119.95,0.06,119.94
7.72s,18.00,418.00,0.00,418.00,0,18.00,119.95,0.06,119.94
6.02s,18.00,436.00,0.00,436.00,0,18.00,119.95,0.06,119.94
6.03s,18.00,454.00,0.00,454.00,0,18.00,119.95,0.06,119.94
5.90s,18.00,472.00,0.00,472.00,0,18.00,119.95,0.06,119.94
6.01s,18.00,490.00,0.00,490.00,0,18.00,119.95,0.06,119.94
6.72s,18.00,508.00,0.00,508.00,0,18.00,119.95,0.06,119.94
7.34s,18.00,526.00,0.00,526.00,0,18.00,119.95,0.06,119.94
7.28s,18.00,544.00,0.00,544.00,0,18.00,119.95,0.06,119.94
6.61s,18.00,562.00,0.00,562.00,0,18.00,119.95,0.06,119.94
6.50s,18.00,580.00,0.00,580.00,0,18.00,119.95,0.06,119.94
6.73s,18.00,598.00,0.00,598.00,0,18.00,119.95,0.06,119.94
6.20s,18.00,616.00,0.00,616.00,0,18.00,119.95,0.06,119.94
6.41s,18.00,634.00,0.00,634.00,0,18.00,119.95,0.06,119.94
6.11s,18.00,652.00,0.00,652.00,0,18.00,119.95,0.06,119.94
6.42s,18.00,670.00,0.00,670.00,0,18.00,119.95,0.06,119.94
6.61s,18.00,688.00,0.00,688.00,0,18.00,119.95,0.06,119.94
9.37s,18.00,706.00,0.00,706.00,0,18.00,119.95,0.06,119.94
10.93s,18.00,724.00,0.00,724.00,0,18.00,119.95,0.06,119.94
10.04s,18.00,742.00,0.00,742.00,0,18.00,119.95,0.06,119.94
6.53s,18.00,760.00,0.00,760.00,0,18.00,119.95,0.06,119.94
6.56s,18.00,778.00,0.00,778.00,0,18.00,119.95,0.06,119.94
8.24s,18.00,796.00,0.00,796.00,0,18.00,119.95,0.06,119.94
10.94s,18.00,814.00,0.00,814.00,0,18.00,119.95,0.06,119.94
8.28s,18.00,832.00,0.00,832.00,0,18.00,119.95,0.06,119.94
6.37s,18.00,850.00,0.00,850.00,0,18.00,119.95,0.06,119.94
5.85s,18.00,868.00,0.00,868.00,0,18.00,119.95,0.06,119.94
6.08s,18.00,886.00,0.00,886.00,0,18.00,119.95,0.06,119.94
6.19s,18.00,904.00,0.00,904.00,0,18.00,119.95,0.06,119.94
6.13s,18.00,922.00,0.00,922.00,0,18.00,119.95,0.06,119.94
6.30s,18.00,940.00,0.00,940.00,0,18.00,119.95,0.06,119.94
6.10s,18.00,958.00,0.00,958.00,0,18.00,119.95,0.06,119.94
6.31s,18.00,976.00,0.00,976.00,0,18.00,119.95,0.06,119.94
5.79s,18.00,994.00,0.00,994.00,0,18.00,119.95,0.06,119.94
5.99s,18.00,1012.00,0.00,1012.00,0,18.00,119.95,0.06,119.94
6.94s,18.00,1030.00,0.00,1030.00,0,18.00,119.95,0.06,119.94
7.34s,18.00,1048.00,0.00,1048.00,0,18.00,119.95,0.06,119.94
10.87s,18.00,1066.00,0.00,1066.00,0,18.00,119.95,0.06,119.94
7.51s,18.00,1084.00,0.00,1084.00,0,18.00,119.95,0.06,119.94
7.36s,18.00,1102.00,0.00,1102.00,0,18.00,119.95,0.06,119.94
11.09s,18.00,1120.00,0.00,1120.00,0,18.00,119.95,0.06,119.94
11.11s,18.00,1138.00,0.00,1138.00,0,18.00,119.95,0.06,119.94
10.74s,18.00,1156.00,0.00,1156.00,0,18.00,119.95,0.06,119.94
11.24s,18.00,1174.00,0.00,1174.00,0,18.00,119.95,0.06,119.94
11.51s,18.00,1192.00,0.00,1192.00,0,18.00,119.95,0.06,119.94
12.08s,18.00,1210.00,0.00,1210.00,0,18.00,119.95,0.06,119.94
10.36s,18.00,1228.00,0.00,1228.00,0,18.00,119.95,0.06,119.94
8.71s,18.00,1246.00,0.00,1246.00,0,18.00,119.95,0.06,119.94
6.32s,18.00,1264.00,0.00,1264.00,0,18.00,119.95,0.06,119.94
6.40s,18.00,1282.00,0.00,1282.00,0,18.00,119.95,0.06,119.94
6.29s,18.00,1300.00,0.00,1300.00,0,18.00,119.95,0.06,119.94
7.46s,18.00,1318.00,0.00,1318.00,0,18.00,119.95,0.06,119.94
6.26s,18.00,1336.00,0.00,1336.00,0,18.00,119.95,0.06,119.94
6.73s,18.00,1354.00,0.00,1354.00,0,18.00,119.95,0.06,119.94
6.85s,18.00,1372.00,0.00,1372.00,0,18.00,119.95,0.06,119.94
6.71s,18.00,1390.00,0.00,1390.00,0,18.00,119.95,0.06,119.94
6.76s,18.00,1408.00,0.00,1408.00,0,18.00,119.95,0.06,119.94
6.54s,18.00,1426.00,0.00,1426.00,0,18.00,119.95,0.06,119.94
9.57s,18.00,1444.00,0.00,1444.00,0,18.00,119.95,0.06,119.94
9.98s,18.00,1462.00,0.00,1462.00,0,18.00,119.95,0.06,119.94
6.64s,18.00,1480.00,0.00,1480.00,0,18.00,119.95,0.06,119.94
6.91s,18.00,1498.00,0.00,1498.00,0,18.00,119.95,0.06,119.94
8.97s,18.00,1516.00,0.00,1516.00,0,18.00,119.95,0.06,119.94
9.40s,18.00,1534.00,0.00,1534.00,0,18.00,119.95,0.06,119.94
10.15s,18.00,1552.00,0.00,1552.00,0,18.00,119.95,0.06,119.94
6.96s,18.00,1570.00,0.00,1570.00,0,18.00,119.95,0.06,119.94
6.83s,18.00,1588.00,0.00,1588.00,0,18.00,119.95,0.06,119.94
6.65s,18.00,1606.00,0.00,1606.00,0,18.00,119.95,0.06,119.94
6.61s,18.00,1624.00,0.00,1624.00,0,18.00,119.95,0.06,119.94
6.34s,18.00,1642.00,0.00,1642.00,0,18.00,119.95,0.06,119.94
6.80s,18.00,1660.00,0.00,1660.00,0,18.00,119.95,0.06,119.94
6.63s,18.00,1678.00,0.00,1678.00,0,18.00,119.95,0.06,119.94
6.45s,18.00,1696.00,0.00,1696.00,0,18.00,119.95,0.06,119.94
