time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
7.52s,6.62,349.95,0.00,343.33,1,5.48,120.00,0.06,120.00
7.75s,6.48,356.43,0.00,349.95,0,5.54,120.00,0.06,120.00
9.77s,6.54,362.97,0.00,356.43,1,5.40,120.00,0.05,120.00
6.62s,6.40,369.37,0.00,362.97,1,5.20,120.00,0.04,120.00
7.23s,6.20,375.58,0.00,369.37,1,5.22,120.00,0.06,120.00
6.18s,6.22,381.80,0.00,375.58,0,5.16,120.00,0.06,120.00
10.10s,6.16,387.96,0.00,381.80,1,5.11,120.00,0.06,120.00
6.31s,6.11,394.06,0.00,387.96,1,5.00,120.00,0.04,120.00
6.24s,6.00,400.06,0.00,394.06,1,5.00,120.00,0.04,120.00
6.61s,10.00,410.06,0.00,400.06,1,5.04,120.00,0.05,120.00
8.03s,6.04,416.10,0.00,410.06,1,5.65,120.00,0.04,120.00
7.66s,11.31,427.41,0.00,416.10,1,5.64,120.00,0.06,120.00
8.33s,2.82,430.23,0.00,427.41,1,6.87,120.00,0.06,120.00
6.00s,7.87,438.10,0.00,430.23,1,6.85,120.00,0.06,120.00
6.77s,13.69,451.79,0.00,438.10,1,5.82,120.00,0.06,120.00
8.39s,2.91,454.70,0.00,451.79,1,7.19,120.00,0.06,120.00
6.39s,14.37,469.07,0.00,454.70,0,7.22,120.00,0.04,120.00
11.93s,3.61,472.68,0.00,469.07,0,7.81,120.00,0.03,120.00
9.04s,15.62,488.29,0.00,472.68,0,7.75,120.00,0.06,120.00
12.86s,8.75,497.04,0.00,488.29,0,8.44,120.00,0.05,120.00
11.13s,9.44,506.48,0.00,497.04,0,8.48,120.00,0.06,120.00
11.37s,9.48,515.96,0.00,506.48,0,8.50,120.00,0.04,120.00
9.14s,9.50,525.46,0.00,515.96,0,8.66,120.00,0.06,120.00
9.17s,9.66,535.12,0.00,525.46,0,7.46,120.00,0.04,120.00
12.58s,8.46,543.58,0.00,535.12,0,7.62,120.00,0.06,120.00
12.79s,7.62,551.20,0.00,543.58,0,7.45,120.00,0.06,120.00
9.69s,8.45,559.65,0.00,551.20,0,7.07,120.00,0.03,120.00
8.89s,8.07,567.72,0.00,559.65,0,6.89,120.00,0.03,120.00
9.53s,7.89,575.60,0.00,567.72,0,6.53,120.00,0.05,120.00
13.81s,6.53,582.13,0.00,575.60,0,6.44,120.00,0.06,120.00
10.33s,7.44,589.57,0.00,582.13,0,6.19,120.00,0.05,120.00
9.54s,7.19,596.76,0.00,589.57,0,6.02,120.00,0.03,120.00
8.73s,7.02,603.77,0.00,596.76,0,5.86,120.00,0.04,120.00
11.44s,6.86,610.64,0.00,603.78,0,5.66,120.00,0.04,120.00
11.60s,6.66,617.30,0.00,610.64,0,5.75,120.00,0.04,120.00
9.10s,6.75,624.04,0.00,617.30,0,5.58,120.00,0.03,120.00
9.22s,6.58,630.63,0.00,624.04,0,5.49,120.00,0.06,120.00
9.75s,6.49,637.12,0.00,630.63,0,5.37,120.00,0.05,120.00
8.06s,6.37,643.49,0.00,637.12,0,5.31,120.00,0.04,120.00
10.09s,6.31,649.80,0.00,643.49,0,5.26,120.00,0.05,120.00
9.77s,6.26,656.07,0.00,649.80,0,5.19,120.00,0.04,120.00
9.86s,6.19,662.26,0.00,656.07,0,5.11,120.00,0.05,120.00
10.17s,6.11,668.37,0.00,662.26,0,5.04,120.00,0.05,120.00
10.10s,6.04,674.40,0.00,668.37,0,5.02,120.00,0.05,120.00
10.45s,6.02,680.42,0.00,674.41,0,5.03,120.00,0.06,120.00
8.44s,6.03,686.46,0.00,680.42,0,5.00,120.00,0.04,120.00
9.06s,6.00,692.46,0.00,686.46,0,5.02,120.00,0.06,120.00
8.01s,6.02,698.47,0.00,692.46,0,5.04,120.00,0.01,120.00
7.16s,6.04,704.52,0.00,698.47,0,5.04,120.00,0.03,120.00
9.76s,6.04,710.56,0.00,704.52,0,5.00,120.00,0.06,120.00
10.06s,6.00,716.56,0.00,710.56,0,5.00,120.00,0.06,120.00
