time,r,a,ld,s,qdel,min_c,max_c,min_b,max_b
6.54s,6.00,6.00,0.00,0.00,0,5.00,120.00,0.05,120.00
9.27s,6.00,12.00,0.00,6.00,1,5.00,120.00,0.06,120.00
6.14s,6.00,18.00,0.00,12.00,1,5.02,120.00,0.06,120.00
6.01s,6.02,24.02,0.00,18.04,0,5.03,120.00,0.06,120.00
6.89s,6.03,30.04,0.00,24.04,0,5.02,120.00,0.01,120.00
7.47s,6.02,36.07,0.00,30.05,0,5.02,120.00,0.02,120.00
9.29s,6.02,42.09,0.00,36.07,0,5.03,120.00,0.04,120.00
7.46s,6.03,48.12,0.00,42.09,0,5.04,120.00,0.06,120.00
7.92s,6.04,54.16,0.00,48.12,0,5.04,120.00,0.06,120.00
7.68s,6.04,60.20,0.00,54.16,1,5.00,120.00,0.01,120.00
6.26s,6.00,66.20,0.00,60.20,1,5.00,120.00,0.04,120.00
5.95s,10.00,76.20,0.00,66.20,1,5.01,120.00,0.04,120.00
7.45s,5.01,81.21,0.00,76.20,1,5.63,120.00,0.06,120.00
6.50s,11.27,92.47,0.00,81.21,1,5.53,120.00,0.04,120.00
8.74s,5.53,98.00,0.00,92.47,1,6.57,120.00,0.05,120.00
6.88s,6.57,104.57,0.00,98.00,1,6.58,120.00,0.04,120.00
6.73s,7.58,112.14,0.00,104.57,1,5.85,120.00,0.04,120.00
6.21s,6.85,119.00,0.00,112.14,1,6.20,120.00,0.04,120.00
6.59s,7.20,126.19,0.00,119.00,1,5.33,120.00,0.05,120.00
8.17s,5.33,131.53,0.00,126.19,1,5.64,120.00,0.04,120.00
5.49s,11.28,142.81,0.00,131.53,1,5.42,120.00,0.06,120.00
8.87s,6.42,149.23,0.00,142.81,1,6.15,120.00,0.04,120.00
7.31s,7.15,156.38,0.00,149.23,1,6.07,120.00,0.04,120.00
8.01s,6.07,162.45,0.00,156.38,1,6.25,120.00,0.04,120.00
5.47s,12.50,174.95,0.00,162.45,1,6.22,120.00,0.05,120.00
8.13s,7.22,182.17,0.00,174.95,1,6.46,120.00,0.04,120.00
7.51s,3.23,185.40,0.00,182.17,1,6.59,120.00,0.05,120.00
5.82s,13.18,198.58,0.00,185.40,0,6.59,120.00,0.03,120.00
10.58s,6.59,205.16,0.00,198.58,0,7.23,120.00,0.06,120.00
12.95s,8.23,213.39,0.00,205.16,0,6.64,120.00,0.05,120.00
7.53s,3.32,216.71,0.00,213.39,0,7.04,120.00,0.04,120.00
12.00s,8.04,224.75,0.00,216.71,1,7.01,120.00,0.04,120.00
7.54s,8.01,232.76,0.00,224.75,1,5.24,120.00,0.04,120.00
7.38s,2.62,235.38,0.00,232.76,1,5.53,120.00,0.06,120.00
5.99s,11.06,246.44,0.00,235.38,1,5.39,120.00,0.06,120.00
10.07s,6.39,252.82,0.00,246.45,0,5.96,120.00,0.04,120.00
9.80s,5.96,258.78,0.00,252.83,0,5.85,120.00,0.04,120.00
10.11s,5.85,264.63,0.00,258.78,0,5.85,120.00,0.06,120.00
9.94s,6.85,271.49,0.00,264.63,0,5.87,120.00,0.05,120.00
6.74s,6.87,278.36,0.00,271.49,1,5.04,120.00,0.03,120.00
7.84s,10.09,288.44,0.00,278.36,1,5.13,120.00,0.06,120.00
7.48s,2.57,291.01,0.00,288.44,1,5.95,120.00,0.05,120.00
5.58s,11.90,302.91,0.00,291.01,0,5.95,120.00,0.06,120.00
13.10s,5.95,308.87,0.00,302.91,1,6.32,120.00,0.06,120.00
6.66s,7.32,316.19,0.00,308.87,1,6.16,120.00,0.05,120.00
8.30s,6.16,322.35,0.00,316.19,1,6.29,120.00,0.05,120.00
5.82s,7.29,329.65,0.00,322.35,0,6.31,120.00,0.06,120.00
6.16s,7.31,336.96,0.00,329.65,1,5.38,120.00,0.04,120.00
8.41s,6.38,343.33,0.00,336.96,1,5.62,120.00,0.04,120.00
